order_item_id,order_id,product_id,quantity,price_per_unit
5985,39795,2,1,2587.65
5986,67043,675,1,77.03
5987,73197,240,1,61.03
5988,18113,627,1,61.59
5989,16868,426,1,277.42
5990,86439,728,1,135.75
5991,87536,261,1,124.59
5992,56869,232,1,106.09
5993,23826,66,1,1334.73
5994,73306,437,1,95.45
5995,50963,642,1,66.69
5996,70586,22,2,609.78
5997,64813,601,1,36.85
5998,35585,146,1,320.86
5999,70310,141,2,2665.48
6000,41635,843,1,116.02
6001,94439,695,2,41.43
6002,66933,842,1,262.8
6003,22329,744,1,207.32
6004,38690,471,4,44.33
6005,80733,318,1,60.45
6006,19682,705,1,32.06
6007,90485,9,1,1457.94
6008,57902,324,2,74.81
6009,42953,506,1,138.24
6010,51448,796,1,361.44
6011,56389,89,1,2273.66
6012,93315,580,2,44.39
6013,80131,717,1,143.37
6014,75509,314,1,217.82
6015,59665,557,2,33.37
6016,80492,156,4,798.5
6017,43247,44,3,2369.39
6018,21880,732,3,139.82
6019,29409,614,1,27.16
6020,10677,722,4,50.76
6021,59759,160,3,1762.02
6022,93320,506,1,138.24
6023,31807,174,1,772.9
6024,33912,770,2,332.54
6025,63958,737,1,74.87
6026,52832,311,2,96.54
6027,92684,226,1,70.24
6028,51903,801,1,280.08
6029,70614,602,1,45.99
6030,76044,108,1,1836.25
6031,98403,343,1,60.44
6032,90170,431,1,130.19
6033,65370,840,3,251.11
6034,57114,543,2,42.06
6035,32633,191,1,500.92
6036,78595,782,2,220.16
6037,99546,513,1,506.02
6038,70914,575,1,110.2
6039,32888,776,1,107.12
6040,19328,421,1,396.57
6041,87616,809,1,191.41
6042,71439,285,1,118.28
6043,34408,397,3,441.12
6044,49955,464,1,291.69
6045,81619,463,1,370.25
6046,61222,270,2,76.57
6047,5131,90,1,1196.13
6048,43371,741,1,194.97
6049,71651,719,1,42.9
6050,33793,209,3,128.3
6051,95190,398,1,230.52
6052,68740,715,1,69.75
6053,76726,612,2,99.88
6054,90337,771,1,93.15
6055,76981,673,1,35.45
6056,65638,358,1,119.54
6057,79492,76,1,1764.12
6058,8606,457,3,43.15
6059,89359,317,1,92.22
6060,24551,32,1,672.62
6061,65107,447,1,584.32
6062,80951,760,1,316.13
6063,69971,216,1,790.68
6064,52763,580,2,44.39
6065,77922,121,1,1989.62
6066,90272,460,1,119.48
6067,42869,495,1,243.47
6068,46502,749,2,384.4
6069,11598,540,1,32.85
6070,95440,78,1,448.34
6071,76160,364,1,112.89
6072,61040,79,1,990.72
6073,21776,9,1,1457.94
6074,93443,467,1,180.84
6075,76447,473,2,75.58
6076,37634,397,1,441.12
6077,29004,45,1,825.27
6078,7756,74,1,2015.09
6079,51689,453,1,228.77
6080,7089,483,1,240.01
6081,29027,610,1,85.31
6082,68350,697,1,62.96
6083,3775,437,1,95.45
6084,83025,841,4,37.29
6085,80783,528,2,45.58
6086,48405,55,1,1450.93
6087,16212,8,2,2190.96
6088,64842,704,1,44.41
6089,64755,194,2,1529.24
6090,49774,671,1,49.76
6091,34373,819,1,67.91
6092,6005,327,1,114.31
6093,54533,533,1,152.22
6094,65341,137,2,1286.59
6095,95303,338,1,141.2
6096,22183,191,1,500.92
6097,55246,4,1,1452.58
6098,76547,230,1,127.46
6099,77807,420,1,373.76
6100,99120,842,2,262.8
6101,70420,145,4,867.39
6102,17248,488,2,179.28
6103,35898,419,1,332.33
6104,84170,338,1,141.2
6105,13040,348,1,34.82
6106,34608,59,1,353.67
6107,61630,549,1,67.03
6108,90287,413,1,526.63
6109,12857,282,1,82.43
6110,30678,229,1,188.3
6111,54151,214,1,769.16
6112,62815,540,1,32.85
6113,2549,22,2,609.78
6114,33435,342,3,101.64
6115,23282,20,1,877.84
6116,48360,477,1,96.07
6117,33654,538,1,43.54
6118,69848,738,1,140.26
6119,41096,363,2,99.37
6120,71797,291,2,30.01
6121,52332,336,1,33.43
6122,22784,847,2,82.79
6123,14575,286,1,31.89
6124,38559,349,1,87.41
6125,96686,590,1,35.21
6126,70863,578,1,123.63
6127,39449,360,1,117.81
6128,17977,367,1,217.01
6129,77578,644,1,67.31
6130,51471,348,1,34.82
6131,45920,330,1,70.71
6132,46682,374,1,337.45
6133,23703,10,3,1709.69
6134,53105,154,2,1229.13
6135,5989,537,2,107.95
6136,59646,599,1,38.98
6137,36765,231,1,161.14
6138,29389,465,1,542.03
6139,62769,495,1,243.47
6140,76582,359,1,206.65
6141,32847,836,1,182
6142,95937,591,2,33.88
6143,57649,458,2,245.35
6144,19311,783,1,136.46
6145,93072,492,1,307.86
6146,45413,22,1,609.78
6147,47704,720,1,123.41
6148,31120,218,1,1811.21
6149,33142,245,2,23.66
6150,68035,588,1,32.82
6151,45910,51,1,2718.95
6152,67932,420,1,373.76
6153,75538,209,2,128.3
6154,98024,217,1,934.5
6155,90767,843,1,116.02
6156,25331,362,2,129.66
6157,31260,24,1,1004.36
6158,36915,17,2,899.25
6159,53180,242,1,213.16
6160,12326,552,1,108.39
6161,68304,103,1,916.04
6162,6510,267,2,139.87
6163,54154,246,1,201.57
6164,58781,1,1,1018.58
6165,52784,732,1,139.82
6166,45296,135,1,2540.95
6167,59757,36,1,1992.63
6168,88821,424,1,255.29
6169,18969,650,1,88.13
6170,85641,730,1,48.49
6171,33295,193,1,2329.58
6172,56022,330,2,70.71
6173,60910,139,2,999.63
6174,25080,125,1,775.3
6175,76706,529,1,23.4
6176,90136,705,1,32.06
6177,44293,203,1,655.23
6178,52042,294,1,85.44
6179,10158,598,3,37.17
6180,30464,562,1,40.76
6181,29526,137,1,1286.59
6182,21687,15,1,694.06
6183,21825,512,1,226.59
6184,44088,148,1,1254.83
6185,40303,569,3,118.44
6186,68478,675,2,77.03
6187,48843,554,2,71.05
6188,98229,661,1,70.59
6189,95234,766,2,229.2
6190,73371,789,1,194.77
6191,94815,525,1,106.03
6192,46379,352,2,177.33
6193,32944,605,1,31.92
6194,36098,623,2,53.5
6195,34169,21,1,1481.54
6196,68421,468,2,448.77
6197,55996,814,2,395.25
6198,73870,526,1,62.16
6199,67606,164,1,1320.66
6200,12827,4,5,1452.58
6201,71552,740,4,73.03
6202,14518,102,1,1536.79
6203,71387,744,1,207.32
6204,61413,265,1,183.58
6205,5100,313,1,28.06
6206,57989,269,1,85.34
6207,33089,184,2,2233.97
6208,53020,699,1,47.24
6209,45863,745,1,131.36
6210,54175,487,1,77.32
6211,52303,579,1,64.34
6212,18946,715,1,69.75
6213,53184,16,1,697
6214,2411,731,1,48.57
6215,44202,95,4,1879.95
6216,16892,613,1,78.12
6217,30429,113,1,2468.65
6218,40623,768,4,364.34
6219,54053,577,1,34.72
6220,2022,70,2,2884.14
6221,40408,401,2,111.92
6222,53822,282,1,82.43
6223,8297,199,1,2273.14
6224,90764,505,1,338.31
6225,99241,130,3,1270.67
6226,33999,397,2,441.12
6227,34557,230,1,127.46
6228,68589,577,3,34.72
6229,18590,143,2,1244.23
6230,36698,636,1,81.59
6231,97923,61,1,1043.37
6232,8115,197,3,1756.06
6233,2378,603,2,37.61
6234,38735,471,1,44.33
6235,48890,815,1,360.06
6236,62164,455,2,115.87
6237,70584,345,4,90.74
6238,87394,252,2,88.87
6239,76416,631,1,120.31
6240,32106,698,3,99.51
6241,43488,447,1,584.32
6242,29880,807,1,406.4
6243,82570,277,1,161.99
6244,57413,679,3,187.47
6245,75878,41,1,571.32
6246,15741,9,1,1457.94
6247,4287,613,2,78.12
6248,66714,587,2,26.35
6249,88520,485,1,292.09
6250,28241,492,3,307.86
6251,38652,712,1,101.6
6252,87119,802,2,107.98
6253,48925,767,1,303.89
6254,54931,602,1,45.99
6255,87941,842,1,262.8
6256,86857,417,1,183.3
6257,36937,141,1,2665.48
6258,55867,515,1,77.15
6259,89255,97,1,1294.45
6260,66513,127,1,2023.32
6261,66093,688,2,62.01
6262,22115,840,1,251.11
6263,17301,246,1,201.57
6264,97830,793,2,208.32
6265,20034,808,1,399.03
6266,3216,504,1,410.46
6267,99601,103,1,916.04
6268,40043,297,2,155.34
6269,11519,232,1,106.09
6270,20835,751,1,95.53
6271,26191,320,1,71.03
6272,79105,125,1,775.3
6273,43187,535,2,95.48
6274,33705,358,1,119.54
6275,94088,287,1,100.46
6276,55156,253,4,175.8
6277,54738,681,1,140.36
6278,34244,343,2,60.44
6279,68066,217,2,934.5
6280,90043,34,1,2576.39
6281,60103,216,1,790.68
6282,66293,161,2,1006.83
6283,7027,182,3,551.45
6284,62804,337,1,177.03
6285,16876,478,1,279.21
6286,59273,715,1,69.75
6287,45448,654,1,126.06
6288,3185,776,1,107.12
6289,50499,705,1,32.06
6290,69955,654,2,126.06
6291,75280,183,1,2443.07
6292,9795,178,1,1039.95
6293,19121,30,1,358.22
6294,14295,250,3,176.33
6295,40883,834,2,115.52
6296,68147,166,1,2080.6
6297,19737,182,1,551.45
6298,4966,848,2,495.21
6299,14053,727,1,45.19
6300,6861,23,4,879.34
6301,64123,819,1,67.91
6302,38324,547,1,31.12
6303,30162,710,1,114.92
6304,57251,139,3,999.63
6305,16663,381,2,119.17
6306,83517,460,1,119.48
6307,63596,130,1,1270.67
6308,27763,32,2,672.62
6309,92427,766,1,229.2
6310,52220,216,1,790.68
6311,55720,360,1,117.81
6312,30722,585,2,78.72
6313,98549,4,1,1452.58
6314,90919,482,1,343.8
6315,78367,239,1,130.06
6316,49140,375,1,94.51
6317,78859,736,1,154.75
6318,91017,211,1,1347.08
6319,42369,208,1,1599.96
6320,20654,255,1,59.87
6321,57074,298,1,66.54
6322,77229,310,1,73.64
6323,82370,776,2,107.12
6324,75724,465,1,542.03
6325,34849,529,2,23.4
6326,21219,367,1,217.01
6327,58814,259,2,116.9
6328,35610,477,1,96.07
6329,38362,183,3,2443.07
6330,44065,830,1,191.83
6331,7991,589,2,32.73
6332,60479,759,1,375.56
6333,80194,845,1,106.71
6334,89237,789,1,194.77
6335,49733,626,1,53.36
6336,85640,697,2,62.96
6337,6470,471,1,44.33
6338,41732,822,1,25.42
6339,76293,2,1,2587.65
6340,19983,714,1,77.2
6341,13441,254,1,79.63
6342,92611,93,1,1850.93
6343,94117,190,1,798.17
6344,89306,771,1,93.15
6345,57360,198,2,2315.24
6346,79117,657,1,62.42
6347,87146,633,1,89.89
6348,74194,417,1,183.3
6349,66002,681,1,140.36
6350,72113,717,2,143.37
6351,44387,18,1,1298.49
6352,72689,1,1,1018.58
6353,74671,81,2,2179.45
6354,65013,621,1,38.29
6355,51371,768,1,364.34
6356,97728,679,1,187.47
6357,14291,693,1,89.35
6358,80266,477,1,96.07
6359,79895,574,1,77.48
6360,5348,470,1,543.54
6361,19745,180,1,605.56
6362,29010,601,1,36.85
6363,66964,242,1,213.16
6364,69889,690,1,51.49
6365,96145,367,1,217.01
6366,66019,200,2,1905.88
6367,2957,442,1,585.83
6368,21354,743,1,297.24
6369,82858,459,1,85.05
6370,53015,154,1,1229.13
6371,39182,429,1,202.76
6372,2544,401,1,111.92
6373,99675,297,1,155.34
6374,73486,719,1,42.9
6375,89300,427,1,235.15
6376,61369,565,1,51.83
6377,78266,732,4,139.82
6378,33540,264,1,108.54
6379,71798,643,1,54.43
6380,73487,151,3,2364.58
6381,83745,412,1,525.95
6382,62251,383,2,311.85
6383,90137,519,2,587.38
6384,10690,643,1,54.43
6385,1626,558,1,18.15
6386,54788,493,5,178.11
6387,85559,696,1,103.81
6388,51234,816,2,212.43
6389,48925,398,1,230.52
6390,34266,430,2,118.66
6391,30607,533,1,152.22
6392,55245,667,1,58.31
6393,70557,149,4,376.32
6394,50456,364,1,112.89
6395,6987,75,1,1706.59
6396,23497,805,1,183.52
6397,89530,674,1,91.61
6398,27627,598,2,37.17
6399,89958,599,1,38.98
6400,10290,558,3,18.15
6401,66910,246,1,201.57
6402,47381,811,3,465.41
6403,53282,235,1,63.67
6404,65948,525,1,106.03
6405,33587,694,1,57.93
6406,19621,640,1,73.07
6407,7171,18,1,1298.49
6408,1906,326,1,148.27
6409,20248,221,1,132.3
6410,99472,669,2,51.43
6411,67049,238,1,27.65
6412,70559,352,1,177.33
6413,4735,622,5,40.46
6414,52535,325,1,213.64
6415,88861,644,1,67.31
6416,63903,778,3,286.32
6417,56386,323,2,132.78
6418,87106,845,1,106.71
6419,73918,79,2,990.72
6420,70562,61,1,1043.37
6421,38623,78,1,448.34
6422,52857,306,1,226.09
6423,7352,133,1,566.35
6424,99699,113,1,2468.65
6425,34361,462,1,321.21
6426,61109,577,2,34.72
6427,55473,225,1,72.93
6428,88072,224,2,86.46
6429,84511,248,3,220.15
6430,12005,31,2,1472.03
6431,12273,568,1,59.32
6432,38923,697,1,62.96
6433,50924,89,3,2273.66
6434,17901,382,1,344.3
6435,8881,374,3,337.45
6436,34233,628,1,92.54
6437,14438,539,2,60.5
6438,47989,1,1,1018.58
6439,16994,29,2,1439.04
6440,31577,572,3,97.56
6441,26757,97,1,1294.45
6442,57968,197,1,1756.06
6443,97313,181,1,960.96
6444,8706,42,1,1240.21
6445,93018,745,1,131.36
6446,12834,803,1,231.37
6447,67345,74,3,2015.09
6448,86123,295,1,52.91
6449,63648,323,1,132.78
6450,63044,376,1,191.89
6451,58060,698,1,99.51
6452,97412,297,1,155.34
6453,4480,463,1,370.25
6454,80964,22,1,609.78
6455,47890,724,4,125.26
6456,27350,372,2,52.26
6457,37535,796,1,361.44
6458,77402,517,1,211.65
6459,25480,310,1,73.64
6460,64000,670,1,62.57
6461,67887,210,1,653.61
6462,85565,387,1,179.63
6463,90142,546,1,52.46
6464,53421,749,1,384.4
6465,81349,578,1,123.63
6466,16530,337,1,177.03
6467,26310,81,1,2179.45
6468,3867,238,4,27.65
6469,93843,526,1,62.16
6470,21397,534,1,70.5
6471,3101,752,3,411.24
6472,75289,835,1,205.95
6473,50777,397,1,441.12
6474,56986,203,1,655.23
6475,21564,762,1,152.14
6476,46051,411,1,192
6477,10661,83,1,943.76
6478,3107,319,1,57.84
6479,55869,84,1,416.48
6480,86024,75,1,1706.59
6481,14162,218,4,1811.21
6482,62199,432,1,378.9
6483,34169,189,2,1308.31
6484,22594,182,1,551.45
6485,51426,768,1,364.34
6486,86882,754,3,158.39
6487,21750,283,1,87.55
6488,83352,61,2,1043.37
6489,95844,27,1,726.61
6490,2414,206,1,167.72
6491,94620,822,2,25.42
6492,98212,385,1,364.27
6493,92338,277,1,161.99
6494,96777,213,2,1572.75
6495,20822,476,2,603.44
6496,13930,760,1,316.13
6497,63462,218,1,1811.21
6498,74459,816,1,212.43
6499,7383,478,1,279.21
6500,21944,609,2,65.41
6501,8687,240,2,61.03
6502,99384,835,1,205.95
6503,96686,444,1,209.61
6504,99411,189,1,1308.31
6505,72335,606,1,61.43
6506,26725,21,1,1481.54
6507,91705,696,2,103.81
6508,89817,813,2,98.39
6509,33929,641,1,20.23
6510,48359,728,2,135.75
6511,58841,107,1,1082
6512,18751,836,1,182
6513,49249,170,2,1435.76
6514,95144,84,1,416.48
6515,15441,232,1,106.09
6516,59186,696,4,103.81
6517,80854,251,1,76.69
6518,55607,287,1,100.46
6519,22003,632,2,159.73
6520,27642,120,1,1327.9
6521,12789,543,1,42.06
6522,42192,99,1,268.9
6523,79063,114,2,1991.76
6524,31295,583,3,64.38
6525,35762,72,1,724.9
6526,89491,316,2,139.67
6527,12127,421,2,396.57
6528,90804,545,1,77.05
6529,42449,215,1,1720.21
6530,62669,778,1,286.32
6531,9948,753,2,249.45
6532,50508,447,1,584.32
6533,17010,725,1,98.54
6534,99645,326,2,148.27
6535,86298,775,1,320.37
6536,63355,116,1,2211.09
6537,70794,97,1,1294.45
6538,31816,752,1,411.24
6539,68508,304,3,128.59
6540,74137,381,1,119.17
6541,45461,581,3,61.28
6542,80273,592,1,79.56
6543,43363,649,1,134.51
6544,70674,32,1,672.62
6545,62734,280,1,161.38
6546,15557,730,2,48.49
6547,65918,201,3,1549.7
6548,3864,16,1,697
6549,54419,501,1,345.02
6550,26182,803,1,231.37
6551,25951,623,1,53.5
6552,30812,774,1,175.76
6553,37122,374,1,337.45
6554,75705,804,2,241.93
6555,93712,526,1,62.16
6556,55773,597,2,82.6
6557,62428,482,1,343.8
6558,88470,303,1,112.09
6559,69422,597,1,82.6
6560,64919,838,2,165.94
6561,32631,468,2,448.77
6562,3054,53,1,2521.54
6563,10758,46,1,1597.63
6564,7202,203,5,655.23
6565,45431,580,2,44.39
6566,7487,98,1,1113.05
6567,21868,511,1,304.85
6568,60321,568,1,59.32
6569,78389,751,1,95.53
6570,5524,112,3,654.43
6571,17584,112,1,654.43
6572,72139,573,1,55.72
6573,72791,431,1,130.19
6574,39061,486,1,475.47
6575,99077,598,2,37.17
6576,77037,310,1,73.64
6577,55373,190,1,798.17
6578,56586,622,1,40.46
6579,22616,66,1,1334.73
6580,49809,765,1,54.88
6581,47663,728,1,135.75
6582,96603,471,1,44.33
6583,85538,517,1,211.65
6584,11607,152,1,794.45
6585,79365,439,1,349.13
6586,50431,774,1,175.76
6587,76452,549,1,67.03
6588,31420,76,1,1764.12
6589,83477,281,3,187.62
6590,43837,85,1,910.42
6591,41014,582,3,141.03
6592,58224,303,2,112.09
6593,20843,816,2,212.43
6594,68679,191,1,500.92
6595,86350,739,4,80.56
6596,27034,606,1,61.43
6597,76467,121,1,1989.62
6598,54716,800,1,396.56
6599,71098,764,4,295.63
6600,48965,63,1,2058.51
6601,64304,509,1,525.62
6602,11760,284,1,46.63
6603,68025,380,1,179.57
6604,78428,701,1,92.7
6605,55476,301,1,36.64
6606,81000,3,1,1772.05
6607,70903,350,1,126.51
6608,54252,81,1,2179.45
6609,90214,95,1,1879.95
6610,31252,26,1,1921.56
6611,44272,182,2,551.45
6612,23190,804,2,241.93
6613,30008,158,2,1853.29
6614,65177,670,1,62.57
6615,29393,203,1,655.23
6616,59702,39,1,1650.03
6617,35106,477,1,96.07
6618,50241,578,1,123.63
6619,53513,129,1,147.78
6620,62482,215,1,1720.21
6621,69358,249,1,218.37
6622,64244,395,1,199.29
6623,65792,336,3,33.43
6624,44758,146,1,320.86
6625,69627,629,1,19.84
6626,4821,739,5,80.56
6627,78630,586,2,42.98
6628,7914,399,2,372.92
6629,39561,841,1,37.29
6630,51394,178,1,1039.95
6631,19444,456,1,254.58
6632,21983,351,1,106.17
6633,83143,151,1,2364.58
6634,28025,598,1,37.17
6635,79410,385,1,364.27
6636,5623,808,1,399.03
6637,44307,112,2,654.43
6638,15509,755,1,103.54
6639,12637,512,1,226.59
6640,3863,56,1,2429.03
6641,67790,816,3,212.43
6642,22599,734,1,91.41
6643,77439,390,1,406.02
6644,3937,272,1,164.9
6645,21869,289,2,75.66
6646,64919,60,2,934.39
6647,44223,269,2,85.34
6648,33032,143,1,1244.23
6649,72078,43,1,310.32
6650,56389,695,2,41.43
6651,26337,703,1,68.35
6652,71125,332,1,152.61
6653,63973,722,2,50.76
6654,64313,815,1,360.06
6655,52582,579,1,64.34
6656,42024,334,1,50.93
6657,7553,124,2,543.3
6658,35289,546,2,52.46
6659,65130,144,1,893.7
6660,89458,727,1,45.19
6661,98188,681,3,140.36
6662,64004,572,1,97.56
6663,36760,817,1,236.52
6664,57732,335,2,35.02
6665,99179,161,1,1006.83
6666,70341,404,2,418.74
6667,20219,560,1,77.29
6668,7951,771,1,93.15
6669,99508,561,1,86.98
6670,85848,397,1,441.12
6671,87481,443,1,210.88
6672,13169,181,1,960.96
6673,93970,193,1,2329.58
6674,93712,289,1,75.66
6675,94008,825,1,218.42
6676,98925,25,1,1165.72
6677,97417,288,1,112.41
6678,94442,189,2,1308.31
6679,39863,69,1,449.82
6680,10429,527,2,57.31
6681,86762,479,1,552.74
6682,30590,836,1,182
6683,51070,641,1,20.23
6684,94297,527,1,57.31
6685,31146,731,1,48.57
6686,80964,467,1,180.84
6687,7556,547,1,31.12
6688,10963,520,3,133.3
6689,7461,37,1,899.87
6690,62810,551,1,67.02
6691,10186,511,1,304.85
6692,81654,664,1,57.36
6693,82548,280,1,161.38
6694,79232,505,1,338.31
6695,78902,742,3,149.39
6696,65412,161,2,1006.83
6697,59057,623,3,53.5
6698,79613,291,1,30.01
6699,70388,66,5,1334.73
6700,44214,753,1,249.45
6701,78838,215,2,1720.21
6702,95686,715,1,69.75
6703,18025,17,1,899.25
6704,55860,401,3,111.92
6705,99478,606,1,61.43
6706,28979,339,2,101.75
6707,80089,456,1,254.58
6708,2230,762,3,152.14
6709,88342,416,1,237.73
6710,15467,585,1,78.72
6711,62264,583,3,64.38
6712,28249,52,1,1892.01
6713,14140,289,1,75.66
6714,2050,559,1,93.58
6715,89523,804,1,241.93
6716,88728,554,2,71.05
6717,30468,753,1,249.45
6718,94480,806,1,292.37
6719,72837,499,1,561.17
6720,55645,490,2,466.11
6721,24224,816,1,212.43
6722,49414,85,1,910.42
6723,56735,508,1,416.15
6724,52219,263,2,55.16
6725,97064,781,1,274.7
6726,47365,461,1,118.87
6727,24513,675,1,77.03
6728,19977,325,1,213.64
6729,73564,750,1,248.2
6730,2308,502,2,271.9
6731,23950,328,1,124.01
6732,8816,559,1,93.58
6733,29990,342,1,101.64
6734,89090,367,1,217.01
6735,2828,116,1,2211.09
6736,92587,327,1,114.31
6737,86162,711,2,128.83
6738,59239,483,5,240.01
6739,79142,758,1,217.14
6740,45588,754,1,158.39
6741,92111,101,2,297.32
6742,21913,824,1,176.02
6743,47607,678,1,75.52
6744,33940,147,1,1476.49
6745,37482,527,1,57.31
6746,92488,664,1,57.36
6747,31062,660,1,98.01
6748,53307,139,1,999.63
6749,67087,406,1,470.57
6750,57530,585,1,78.72
6751,80387,183,2,2443.07
6752,43915,245,1,23.66
6753,1503,523,1,136.72
6754,8594,13,1,2070.93
6755,93018,532,1,157.74
6756,10079,66,1,1334.73
6757,88605,103,1,916.04
6758,5984,426,1,277.42
6759,44365,219,1,1567.32
6760,33801,540,1,32.85
6761,38710,637,1,92.71
6762,48838,580,1,44.39
6763,5733,142,1,814.09
6764,5295,572,1,97.56
6765,46690,530,1,110.63
6766,7103,7,1,398.8
6767,61527,261,3,124.59
6768,97391,584,1,50.02
6769,38899,676,1,195.28
6770,48588,608,1,52.97
6771,8258,199,2,2273.14
6772,79880,808,1,399.03
6773,2539,797,2,404.47
6774,63874,829,1,292.82
6775,21012,761,1,107.7
6776,4453,808,1,399.03
6777,11876,288,2,112.41
6778,15423,84,1,416.48
6779,68894,823,2,158.01
6780,14691,111,3,875.42
6781,64803,592,1,79.56
6782,78367,405,1,192.25
6783,60843,644,1,67.31
6784,95133,729,1,53.27
6785,37572,525,1,106.03
6786,74863,134,5,955.11
6787,61764,153,1,621.19
6788,98944,350,1,126.51
6789,15665,841,2,37.29
6790,71679,78,1,448.34
6791,31230,426,1,277.42
6792,48939,663,5,103.09
6793,71639,438,1,415.7
6794,66797,647,1,101.3
6795,82289,158,1,1853.29
6796,34079,138,1,1696.84
6797,31112,37,1,899.87
6798,86883,65,1,861.03
6799,7575,636,1,81.59
6800,54060,362,1,129.66
6801,15936,553,1,70.14
6802,5576,292,1,32.35
6803,19045,418,1,195.16
6804,6987,199,1,2273.14
6805,11696,650,1,88.13
6806,49342,767,2,303.89
6807,85756,745,2,131.36
6808,86556,560,1,77.29
6809,10532,64,1,987.78
6810,5080,245,2,23.66
6811,40837,431,1,130.19
6812,75584,551,1,67.02
6813,42428,269,2,85.34
6814,91378,95,1,1879.95
6815,49680,345,1,90.74
6816,50607,465,5,542.03
6817,43761,703,2,68.35
6818,49493,293,1,168.08
6819,42478,489,2,526.38
6820,11407,610,1,85.31
6821,47693,487,4,77.32
6822,35016,335,1,35.02
6823,67530,354,1,58.86
6824,73107,168,1,702.77
6825,98817,180,4,605.56
6826,85077,70,2,2884.14
6827,24706,335,1,35.02
6828,68428,134,1,955.11
6829,31101,750,2,248.2
6830,71648,195,1,957.51
6831,47123,55,1,1450.93
6832,25496,382,1,344.3
6833,35825,88,1,1539.42
6834,52270,127,1,2023.32
6835,98297,315,1,171.61
6836,59838,479,1,552.74
6837,93505,334,1,50.93
6838,86341,776,1,107.12
6839,97072,96,2,1237.53
6840,36601,632,1,159.73
6841,75812,158,4,1853.29
6842,68498,351,3,106.17
6843,28917,526,1,62.16
6844,53052,409,1,479.24
6845,24262,762,1,152.14
6846,36303,364,1,112.89
6847,55405,267,2,139.87
6848,71594,826,2,394.47
6849,34789,258,1,139.68
6850,4823,627,1,61.59
6851,29513,598,1,37.17
6852,65166,49,1,1342.93
6853,71954,241,1,206.75
6854,59914,494,1,148.01
6855,20056,24,2,1004.36
6856,89584,610,2,85.31
6857,8096,13,1,2070.93
6858,61270,557,1,33.37
6859,77953,515,3,77.15
6860,33362,346,1,124.74
6861,47608,632,1,159.73
6862,96363,418,1,195.16
6863,28211,324,1,74.81
6864,88255,741,1,194.97
6865,36435,761,1,107.7
6866,25956,37,1,899.87
6867,42005,356,1,129.5
6868,22004,392,1,224.55
6869,51738,671,1,49.76
6870,45510,849,1,207.15
6871,5504,136,1,930.82
6872,36730,41,1,571.32
6873,75852,783,1,136.46
6874,97506,228,2,89.98
6875,56053,213,4,1572.75
6876,76229,304,1,128.59
6877,14068,628,1,92.54
6878,63900,71,1,1883.64
6879,26731,36,1,1992.63
6880,58168,180,1,605.56
6881,80040,57,1,488.73
6882,82118,166,2,2080.6
6883,34640,650,1,88.13
6884,80182,571,1,66.42
6885,83149,295,1,52.91
6886,28946,321,2,113.48
6887,33266,201,3,1549.7
6888,31188,560,1,77.29
6889,67530,483,3,240.01
6890,84458,178,2,1039.95
6891,70119,64,2,987.78
6892,98466,461,2,118.87
6893,11928,691,1,66.88
6894,46820,801,2,280.08
6895,27475,369,1,63.75
6896,27638,377,1,431.36
6897,55405,86,1,934.14
6898,30998,13,1,2070.93
6899,4593,813,1,98.39
6900,25162,125,1,775.3
6901,89892,582,2,141.03
6902,51269,159,2,791.31
6903,73142,155,1,2869.59
6904,33368,635,1,40.19
6905,20633,708,4,138.81
6906,39399,591,1,33.88
6907,37699,371,1,110.74
6908,63499,614,1,27.16
6909,84783,408,1,42.37
6910,26885,388,1,144.01
6911,84362,56,1,2429.03
6912,23608,5,1,644.02
6913,34847,488,1,179.28
6914,54843,797,1,404.47
6915,78820,734,1,91.41
6916,81163,302,1,110.6
6917,39297,668,1,48.09
6918,35429,431,1,130.19
6919,96676,179,1,2506.19
6920,45297,143,1,1244.23
6921,43023,162,1,1527.43
6922,38737,532,3,157.74
6923,72842,54,2,2305.48
6924,99497,570,2,51.63
6925,47813,594,1,51.42
6926,32583,222,2,116.61
6927,74356,617,3,24.15
6928,17703,733,1,112.26
6929,44063,423,1,105.79
6930,52659,386,1,403.91
6931,91406,171,1,1633.75
6932,28244,468,1,448.77
6933,55936,684,2,112.82
6934,44615,762,2,152.14
6935,78258,684,1,112.82
6936,18903,146,1,320.86
6937,71349,531,1,101.94
6938,57643,112,1,654.43
6939,95234,696,1,103.81
6940,1473,201,2,1549.7
6941,86371,104,1,1266.38
6942,14779,630,1,43.94
6943,79194,754,3,158.39
6944,96939,654,2,126.06
6945,29863,284,1,46.63
6946,71886,730,2,48.49
6947,25380,288,1,112.41
6948,44186,481,1,312.06
6949,28479,665,3,39.3
6950,32439,65,1,861.03
6951,52711,625,2,77.06
6952,75791,69,1,449.82
6953,77407,784,3,161.33
6954,78922,595,1,116.88
6955,7161,778,1,286.32
6956,29510,12,2,2721.53
6957,1746,535,4,95.48
6958,63952,745,1,131.36
6959,76263,232,1,106.09
6960,94902,834,1,115.52
6961,92926,438,1,415.7
6962,78960,65,1,861.03
6963,45241,613,2,78.12
6964,90219,202,3,476.93
6965,19257,433,1,307
6966,97474,157,1,1620.62
6967,88147,437,3,95.45
6968,83070,535,1,95.48
6969,53127,586,2,42.98
6970,88225,633,3,89.89
6971,93949,438,1,415.7
6972,67633,151,2,2364.58
