inventory_id,product_id,stock,warehouse_id,last_stock_date
930,174,98,5,10-02-2024
931,749,74,2,18-11-2023
932,14,13,1,03-08-2023
933,446,98,1,19-03-2023
934,409,46,2,25-07-2023
935,36,15,1,17-09-2024
936,519,28,5,21-11-2023
937,694,100,2,06-02-2024
938,430,19,4,09-12-2024
939,79,78,3,23-09-2023
940,25,85,2,17-02-2023
941,743,15,5,19-04-2024
942,152,40,4,23-07-2023
943,657,111,1,23-12-2024
944,19,69,3,24-10-2023
945,390,59,2,16-07-2024
946,206,54,2,27-10-2024
947,424,58,4,12-12-2024
948,735,43,4,01-12-2024
949,613,67,5,25-11-2023
950,555,82,2,09-08-2024
951,64,27,4,24-12-2024
952,405,114,4,07-01-2024
953,207,119,3,24-02-2023
954,249,61,4,30-08-2023
955,592,107,2,20-05-2024
956,846,36,2,14-11-2024
957,297,114,4,22-03-2023
958,484,118,2,12-06-2023
959,783,36,5,07-12-2024
960,522,21,5,19-04-2024
961,210,5,3,29-09-2023
962,561,104,4,31-05-2023
963,185,88,4,14-04-2023
964,153,51,5,26-12-2023
965,188,51,3,03-06-2024
966,667,116,5,25-02-2024
967,530,41,2,13-12-2023
968,850,74,2,22-12-2023
969,344,58,4,29-11-2024
970,791,21,2,12-01-2023
971,198,31,1,03-02-2024
972,407,14,1,29-06-2024
973,556,96,3,16-08-2023
974,88,27,2,24-06-2023
975,809,100,1,01-04-2024
976,409,114,3,19-01-2023
977,823,9,5,05-10-2023
978,489,118,3,25-02-2023
979,56,56,3,30-01-2023
980,95,92,3,05-03-2024
981,594,104,4,05-03-2024
982,487,36,5,28-06-2024
983,531,34,5,15-01-2024
984,124,13,1,11-05-2024
985,564,1,1,10-10-2023
986,280,87,5,10-07-2023
987,807,51,2,29-01-2023
988,207,23,3,13-10-2024
989,230,16,5,22-04-2023
990,664,45,1,21-10-2023
991,756,101,3,12-05-2024
992,369,30,2,05-01-2023
993,727,83,5,19-02-2023
994,813,38,1,13-07-2023
995,238,70,3,07-08-2023
996,247,100,3,14-05-2023
997,281,86,1,06-10-2024
998,849,93,2,02-07-2024
999,504,89,4,13-12-2023
1000,268,14,4,17-12-2023
1001,244,87,2,13-12-2023
1002,278,80,1,29-12-2023
1003,425,62,4,01-03-2023
1004,391,57,5,08-01-2023
1005,674,91,5,12-11-2023
1006,565,101,1,16-04-2023
1007,635,85,5,17-10-2024
1008,16,3,4,27-08-2023
1009,495,44,2,03-06-2024
1010,593,43,2,12-04-2024
1011,776,83,2,19-05-2024
1012,33,95,2,27-01-2023
1013,441,59,3,21-08-2023
1014,297,106,1,26-11-2023
1015,175,29,2,10-12-2023
1016,318,82,2,09-03-2024
1017,298,30,1,20-10-2024
1018,747,71,3,14-03-2024
1019,661,74,1,26-05-2024
1020,772,91,2,29-05-2024
1021,226,105,1,19-04-2024
1022,134,86,5,12-09-2024
1023,240,119,1,07-11-2024
1024,216,83,5,12-10-2024
1025,253,80,3,20-05-2023
1026,436,31,2,12-04-2024
1027,246,73,5,04-12-2023
1028,663,49,3,09-07-2023
1029,710,12,1,09-07-2024
1030,229,114,4,07-07-2024
1031,68,87,1,15-09-2023
1032,380,21,5,31-10-2023
1033,112,74,2,12-08-2023
1034,492,76,2,20-08-2023
1035,498,79,2,08-11-2024
1036,742,41,4,18-10-2023
1037,397,78,3,05-08-2024
1038,699,78,3,27-06-2023
1039,782,106,2,31-08-2024
1040,627,31,5,22-12-2023
1041,800,89,5,20-12-2023
1042,437,98,2,07-01-2023
1043,707,6,3,07-01-2024
1044,212,51,3,02-05-2023
1045,176,111,5,20-01-2024
1046,26,13,3,12-11-2024
1047,731,60,3,09-03-2023
1048,612,84,2,06-10-2024
1049,528,62,2,06-05-2023
1050,221,56,3,11-09-2024
1051,60,48,3,18-10-2023
1052,315,68,1,06-10-2024
1053,490,84,1,22-07-2023
1054,271,46,3,20-02-2024
1055,44,102,5,11-02-2023
1056,725,15,4,30-06-2023
1057,770,60,3,06-11-2024
1058,396,48,2,19-02-2024
1059,716,11,4,07-10-2023
1060,726,55,3,19-02-2023
1061,540,55,3,18-05-2023
1062,105,61,2,02-07-2023
1063,295,74,3,28-03-2023
1064,115,51,5,21-07-2024
1065,417,115,2,08-04-2023
1066,572,78,1,19-11-2024
1067,274,6,1,24-12-2023
1068,560,69,1,14-08-2023
1069,470,3,4,03-12-2024
1070,445,46,1,30-10-2024
1071,383,85,1,17-07-2023
1072,832,99,1,10-05-2023
1073,321,120,2,13-11-2023
1074,780,36,2,14-04-2024
1075,278,18,3,27-10-2024
1076,331,0,5,04-12-2023
1077,151,66,2,30-03-2023
1078,375,111,4,01-12-2024
1079,442,117,1,19-05-2024
1080,576,0,4,15-04-2024
1081,659,36,5,09-06-2023
1082,559,102,1,31-08-2024
1083,326,119,5,14-06-2023
1084,579,13,2,15-03-2023
1085,136,73,4,13-03-2024
1086,61,99,1,15-11-2024
1087,690,38,5,02-08-2023
1088,446,75,2,21-08-2023
1089,404,9,3,03-08-2023
1090,467,37,1,15-08-2024
1091,848,85,5,05-05-2023
1092,217,119,1,29-08-2024
1093,254,66,4,11-11-2023
1094,632,8,3,17-01-2024
1095,503,83,2,27-12-2024
1096,811,79,5,28-04-2024
1097,605,18,3,27-05-2024
1098,539,14,4,23-02-2023
1099,70,28,2,23-02-2023
1100,555,40,4,22-09-2024
1101,80,35,3,01-07-2024
1102,808,48,4,17-11-2023
1103,207,103,5,23-09-2024
1104,646,8,2,11-03-2024
1105,496,0,1,11-11-2023
1106,248,75,4,13-05-2024
1107,429,107,1,09-09-2023
1108,626,71,3,14-01-2024
1109,38,110,4,31-07-2023
1110,203,42,3,31-05-2024
1111,733,3,2,09-08-2023
1112,675,52,5,26-08-2024
1113,171,19,5,30-07-2023
1114,231,23,3,31-12-2024
1115,578,75,3,27-10-2023
1116,748,102,2,28-03-2024
1117,302,6,2,14-05-2023
1118,35,62,5,27-08-2024
1119,306,10,5,14-12-2023
1120,564,73,1,15-01-2024
1121,76,105,1,29-08-2024
1122,839,12,5,16-10-2024
1123,682,26,4,30-03-2024
1124,758,107,1,26-12-2023
1125,212,101,1,12-12-2023
1126,512,92,3,04-08-2024
1127,145,75,4,23-10-2024
1128,389,120,5,27-12-2023
1129,590,17,5,13-06-2023
1130,759,119,4,14-11-2023
1131,593,58,1,20-07-2023
1132,513,51,2,14-02-2024
1133,589,86,4,26-08-2023
1134,597,14,4,01-02-2024
1135,459,51,4,04-11-2024
1136,491,11,2,10-12-2023
1137,18,70,2,13-06-2023
1138,671,68,1,24-11-2024
1139,744,21,4,17-09-2023
1140,439,20,4,22-09-2024
1141,99,41,5,06-09-2023
1142,143,92,1,31-01-2023
1143,490,27,4,11-06-2023
1144,818,67,1,07-09-2023
1145,758,64,2,03-01-2023
1146,264,21,4,25-06-2023
1147,197,62,4,22-06-2023
1148,154,36,2,01-03-2024
1149,634,55,4,13-10-2023
1150,658,24,4,04-05-2023
1151,713,17,3,04-11-2023
1152,220,73,2,14-12-2024
1153,549,43,2,30-07-2023
1154,469,0,2,18-07-2024
1155,526,105,1,31-08-2024
1156,582,26,3,06-09-2023
1157,109,115,2,18-07-2024
1158,636,96,2,30-11-2023
1159,781,93,2,20-06-2024
1160,831,51,2,17-01-2024
1161,774,100,3,12-07-2023
1162,819,3,4,24-02-2024
1163,243,6,2,20-03-2023
1164,428,75,5,26-03-2024
1165,636,16,2,01-12-2023
1166,743,93,4,04-01-2024
1167,46,10,3,14-08-2024
1168,464,24,1,31-12-2023
1169,698,34,1,19-04-2024
1170,786,36,5,11-11-2024
1171,386,54,5,18-11-2023
1172,647,13,1,11-06-2024
1173,688,53,2,04-06-2023
1174,820,15,1,19-05-2024
1175,608,68,5,28-03-2024
1176,111,112,5,11-03-2023
1177,637,29,5,22-04-2023
1178,554,12,3,10-05-2024
1179,244,69,1,16-10-2024
1180,687,45,1,19-08-2024
1181,413,103,4,25-08-2023
1182,568,31,5,22-07-2023
1183,206,117,5,21-08-2023
1184,49,4,2,02-11-2023
1185,637,1,5,07-09-2023
1186,299,49,5,08-01-2024
1187,121,7,3,21-05-2023
1188,385,112,3,07-04-2023
1189,190,10,1,24-06-2023
1190,319,5,4,13-08-2023
1191,273,6,4,26-09-2023
1192,117,35,4,14-11-2024
1193,146,83,5,10-10-2023
1194,364,115,1,05-01-2024
1195,480,105,5,01-09-2024
1196,475,74,4,23-10-2024
1197,577,67,4,31-08-2024
1198,296,120,2,20-12-2024
1199,29,23,4,07-12-2024
1200,101,15,3,04-07-2024
