shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
1616,71910,05-03-2023,,fedex,Delivered
1617,6249,23-10-2020,,fedex,Delivered
1618,7493,17-02-2023,,dhl,Delivered
1619,53633,20-09-2022,,ups,Delivered
1620,42823,28-12-2024,,bluedart,Delivered
1621,60092,21-11-2022,,fedex,Delivered
1622,69706,05-09-2020,,fedex,Delivered
1623,41863,04-11-2023,18-11-2023,dhl,Returned
1624,14070,11-03-2020,,ups,In Transit
1625,4287,02-11-2021,,ups,Delivered
1626,20322,04-11-2020,,fedex,Delivered
1627,8266,23-03-2021,,dhl,Delivered
1628,56459,19-04-2020,,ups,Delivered
1629,80692,09-06-2022,,fedex,Delivered
1630,42269,15-11-2023,,bluedart,Delivered
1631,25147,27-02-2020,,delhivery,Cancelled
1632,85391,29-10-2020,,delhivery,Delivered
1633,73078,23-08-2020,,dhl,Delivered
1634,27142,25-08-2021,,ups,Delivered
1635,14745,08-08-2020,,dhl,Delivered
1636,76934,10-06-2020,,usps,Delivered
1637,36851,16-08-2024,,dhl,Delivered
1638,18605,13-02-2024,,bluedart,Delivered
1639,20770,25-10-2024,,ups,Delivered
1640,63529,03-01-2024,,fedex,Cancelled
1641,45755,18-07-2023,,ups,In Transit
1642,12184,08-03-2023,29-03-2023,dhl,Returned
1643,23941,06-08-2023,,fedex,Delivered
1644,62435,09-10-2023,,delhivery,Delivered
1645,36553,21-05-2023,,ups,Delivered
1646,8273,27-06-2023,,fedex,Delivered
1647,47912,19-04-2020,,fedex,Delivered
1648,95446,27-12-2022,,dhl,Delivered
1649,3420,12-01-2022,,fedex,Delivered
1650,98863,27-04-2024,,usps,Shipped
1651,83969,01-08-2020,,dhl,Delivered
1652,67479,17-06-2023,,dhl,Shipped
1653,96570,06-05-2021,14-05-2021,bluedart,Returned
1654,36275,18-11-2020,,bluedart,Delivered
1655,87636,14-06-2023,,bluedart,Delivered
1656,18404,16-05-2020,,dhl,Delivered
1657,51014,18-06-2024,,fedex,Shipped
1658,44172,12-08-2022,,ups,Delivered
1659,8331,22-11-2022,,fedex,In Transit
1660,19926,11-07-2022,,usps,Delivered
1661,74763,19-05-2023,,fedex,Delivered
1662,84654,23-02-2024,,delhivery,Shipped
1663,31415,16-04-2020,,fedex,In Transit
1664,66760,14-04-2022,,dhl,Delivered
1665,78692,21-10-2020,,fedex,Delivered
1666,97996,04-03-2024,,fedex,Delivered
1667,79323,15-01-2021,,fedex,Shipped
1668,40358,23-07-2023,,fedex,Shipped
1669,24424,19-04-2020,,delhivery,Delivered
1670,25710,14-07-2021,,fedex,Delivered
1671,54684,01-12-2020,,fedex,Cancelled
1672,79861,16-12-2022,,fedex,Delivered
1673,32101,22-12-2024,,fedex,Delivered
1674,64878,11-02-2021,,delhivery,Delivered
1675,98836,29-09-2024,,ups,Shipped
1676,69452,08-07-2021,,ups,Delivered
1677,75873,22-05-2022,,dhl,Shipped
1678,73918,23-11-2022,,usps,Delivered
1679,36196,18-11-2021,,dhl,Shipped
1680,39755,08-03-2024,,ups,Shipped
1681,86882,27-02-2023,,ups,Delivered
1682,89998,14-12-2024,,ups,Shipped
1683,11026,22-04-2023,,fedex,Delivered
1684,82166,28-04-2021,,dhl,Shipped
1685,4023,11-07-2023,,fedex,Delivered
1686,61468,16-06-2023,12-07-2023,bluedart,Returned
1687,13031,17-08-2020,10-09-2020,bluedart,Returned
1688,21397,22-11-2022,,bluedart,Delivered
1689,49717,05-05-2020,,delhivery,Delivered
1690,79783,01-12-2022,,fedex,Delivered
1691,68740,26-07-2020,21-08-2020,fedex,Returned
1692,18774,08-08-2021,,ups,Delivered
1693,31130,03-03-2022,,delhivery,Delivered
1694,99006,21-04-2022,,fedex,Delivered
1695,56739,16-04-2024,,bluedart,Delivered
1696,46040,13-11-2022,28-11-2022,delhivery,Returned
1697,31258,12-01-2020,,usps,Delivered
1698,14029,25-05-2024,,fedex,Delivered
1699,80180,23-11-2024,,fedex,Shipped
1700,51426,14-06-2023,,dhl,Shipped
1701,25856,23-09-2022,,dhl,Shipped
1702,89707,08-07-2021,24-07-2021,dhl,Returned
1703,94620,17-10-2022,,fedex,Delivered
1704,3107,15-06-2023,,ups,Delivered
1705,45741,03-06-2020,,dhl,Delivered
1706,94861,15-06-2021,,fedex,Delivered
1707,9688,06-06-2023,,fedex,Delivered
1708,49412,22-11-2020,,dhl,Shipped
1709,86134,26-08-2024,,bluedart,Delivered
1710,26660,06-11-2023,14-11-2023,fedex,Returned
1711,98983,27-09-2020,,usps,Delivered
1712,37605,23-12-2020,,ups,Delivered
1713,30090,23-05-2020,,bluedart,Delivered
1714,38856,27-10-2024,,delhivery,Delivered
1715,25899,22-05-2024,14-06-2024,fedex,Returned
1716,57698,10-05-2022,,bluedart,Delivered
1717,91382,29-09-2021,,bluedart,Shipped
1718,45416,17-06-2022,,fedex,Delivered
1719,51961,29-07-2020,,usps,Delivered
1720,11404,10-06-2023,,bluedart,Shipped
1721,97712,26-10-2022,,ups,Delivered
1722,30333,26-08-2022,,ups,Delivered
1723,52543,02-08-2024,,ups,Delivered
1724,45608,13-08-2023,,fedex,Delivered
1725,66973,20-04-2021,,fedex,Delivered
1726,43473,21-02-2024,,fedex,Delivered
1727,25917,19-02-2024,,dhl,Delivered
1728,89275,19-12-2021,,fedex,Delivered
1729,94598,03-11-2023,21-11-2023,ups,Returned
1730,20393,05-06-2022,,fedex,Shipped
1731,13513,27-06-2021,,fedex,Delivered
1732,59181,26-02-2021,,dhl,Shipped
1733,47953,26-02-2022,,fedex,Delivered
1734,31562,03-05-2022,,fedex,Delivered
1735,56493,09-01-2021,,delhivery,Delivered
1736,36920,01-12-2020,,delhivery,Shipped
1737,35300,17-07-2020,,fedex,Delivered
1738,76393,31-03-2022,,dhl,Shipped
1739,6573,03-03-2023,,ups,Delivered
1740,38266,28-08-2020,,usps,Delivered
1741,85517,18-04-2021,,bluedart,Shipped
1742,75412,23-01-2024,,dhl,Delivered
1743,33812,04-01-2021,,bluedart,In Transit
1744,36212,18-04-2021,,delhivery,Shipped
1745,96247,17-03-2020,,fedex,Delivered
1746,90474,05-04-2023,,fedex,Delivered
1747,30105,18-10-2023,,fedex,Delivered
1748,16606,15-09-2024,,dhl,Delivered
1749,95910,10-02-2023,,fedex,Delivered
1750,77050,23-05-2021,,dhl,Delivered
1751,66488,20-12-2022,,fedex,Delivered
1752,63777,28-11-2023,,bluedart,Delivered
1753,11992,24-05-2024,,bluedart,Delivered
1754,25846,27-10-2024,,fedex,Delivered
1755,31376,11-02-2022,,fedex,Delivered
1756,83279,11-04-2020,,delhivery,Delivered
1757,14973,03-03-2020,,dhl,Delivered
1758,6879,08-03-2024,,ups,Delivered
1759,65999,27-09-2020,,fedex,Delivered
1760,95702,13-03-2023,,dhl,Delivered
1761,12687,05-01-2022,23-01-2022,bluedart,Returned
1762,87710,19-01-2022,,fedex,Shipped
1763,21324,03-01-2021,,dhl,Shipped
1764,37958,08-06-2020,,fedex,Delivered
1765,63583,04-08-2024,,fedex,Delivered
1766,38150,02-03-2024,,dhl,In Transit
1767,40323,15-01-2020,,fedex,Delivered
1768,36222,16-03-2022,,dhl,Delivered
1769,85277,11-11-2022,,fedex,Delivered
1770,33378,07-06-2020,,fedex,Delivered
1771,29569,16-02-2021,,ups,Delivered
1772,29454,13-04-2021,,dhl,Delivered
1773,70903,02-06-2021,,dhl,Delivered
1774,15761,31-08-2022,,dhl,Delivered
1775,61328,16-10-2020,,bluedart,Delivered
1776,56671,22-12-2020,,fedex,Delivered
1777,43657,18-04-2022,,bluedart,Delivered
1778,31081,30-09-2021,,bluedart,Delivered
1779,6121,13-05-2022,,ups,Delivered
1780,89212,01-01-2023,,fedex,Delivered
1781,32420,03-01-2023,,fedex,Delivered
1782,45379,29-07-2022,,dhl,Delivered
1783,87822,08-03-2021,,fedex,Shipped
1784,70739,30-04-2021,,delhivery,Delivered
1785,73456,31-12-2022,,bluedart,Delivered
1786,43909,16-12-2023,,ups,Delivered
1787,19197,04-11-2021,,bluedart,Delivered
1788,26980,05-01-2023,,delhivery,Delivered
1789,33673,26-08-2022,,fedex,Delivered
1790,94287,01-12-2024,,fedex,Delivered
1791,21662,31-01-2024,,fedex,Delivered
1792,1093,30-03-2024,,bluedart,Delivered
1793,44075,20-04-2020,,bluedart,Delivered
1794,79222,14-11-2021,,fedex,Delivered
1795,69786,16-10-2023,,bluedart,Delivered
1796,21602,10-10-2021,,dhl,Delivered
1797,73631,02-04-2023,,fedex,Delivered
1798,55959,17-06-2023,,dhl,Delivered
1799,21812,31-01-2020,,fedex,Delivered
1800,60626,12-04-2024,,fedex,Delivered
1801,57408,22-01-2020,,dhl,Delivered
1802,52997,12-04-2022,,ups,Delivered
1803,13556,10-08-2022,,fedex,Delivered
1804,82293,13-04-2023,,bluedart,Delivered
1805,74237,10-05-2022,,fedex,Delivered
1806,93069,18-07-2020,,fedex,Delivered
1807,80783,03-05-2023,,fedex,Shipped
1808,23730,02-02-2021,,fedex,Delivered
1809,14771,30-08-2023,,dhl,Delivered
1810,81221,03-04-2021,,dhl,In Transit
1811,80742,18-11-2024,,fedex,Delivered
1812,63004,23-11-2020,,fedex,Delivered
1813,60046,07-05-2023,,fedex,In Transit
1814,7978,26-10-2021,,fedex,Delivered
1815,58004,31-01-2024,,fedex,Delivered
1816,74034,29-04-2022,,fedex,Cancelled
1817,44351,27-01-2022,,fedex,Delivered
1818,33179,23-11-2021,,bluedart,Delivered
1819,12880,24-01-2021,,fedex,Shipped
1820,42851,14-12-2021,,bluedart,Delivered
1821,42051,25-09-2022,,dhl,Delivered
1822,92633,23-07-2022,,fedex,Delivered
1823,98805,18-09-2024,,fedex,Delivered
1824,12070,04-09-2020,,usps,Delivered
1825,8661,02-10-2020,,fedex,Delivered
1826,3381,24-12-2021,,ups,Delivered
1827,3667,21-11-2020,,bluedart,In Transit
1828,20481,17-04-2021,,bluedart,Delivered
1829,47363,23-10-2023,,fedex,Delivered
1830,95317,22-11-2024,,fedex,Shipped
1831,16581,08-07-2023,,fedex,Delivered
1832,44440,06-12-2024,,fedex,Delivered
1833,11336,21-06-2021,,fedex,Delivered
1834,70637,20-12-2020,,fedex,Delivered
1835,24430,29-01-2021,,ups,Shipped
1836,48879,22-02-2020,,bluedart,In Transit
1837,1949,24-04-2023,,bluedart,Delivered
1838,92155,07-01-2022,,usps,Delivered
1839,17891,30-09-2022,,ups,Delivered
1840,96616,11-06-2024,,fedex,Delivered
1841,47312,14-06-2023,,fedex,Shipped
1842,81324,22-01-2020,,dhl,In Transit
1843,44458,05-12-2020,,fedex,Delivered
1844,59191,07-03-2023,,ups,Delivered
1845,1211,05-12-2023,,bluedart,Delivered
1846,92083,17-11-2022,,fedex,Delivered
1847,83197,31-05-2022,,bluedart,In Transit
1848,17217,09-04-2020,,fedex,Delivered
1849,65082,16-08-2023,,fedex,Delivered
1850,83006,05-08-2021,,fedex,Shipped
1851,51959,25-12-2021,,fedex,Delivered
1852,93819,01-01-2022,,fedex,Delivered
1853,23962,05-09-2024,,bluedart,Delivered
1854,56303,12-04-2024,17-04-2024,fedex,Returned
1855,67688,16-01-2021,,ups,Delivered
1856,96788,11-11-2020,,bluedart,Shipped
1857,9063,19-05-2023,,fedex,Delivered
1858,74932,17-10-2020,,bluedart,Delivered
1859,47972,08-01-2023,,bluedart,Delivered
1860,3222,09-08-2022,,usps,Cancelled
1861,54885,06-04-2024,,dhl,Delivered
1862,79423,20-08-2024,,ups,Delivered
1863,10989,24-02-2021,,bluedart,Delivered
1864,37942,27-01-2023,,dhl,Delivered
1865,60246,13-02-2022,,fedex,Delivered
1866,14414,22-01-2020,,fedex,Delivered
1867,28069,29-01-2023,,dhl,Delivered
1868,10007,09-11-2020,,fedex,Delivered
1869,87938,13-08-2020,,dhl,Delivered
1870,23122,27-12-2024,,fedex,Delivered
1871,92075,03-11-2021,,fedex,Delivered
1872,4003,25-02-2024,,ups,Delivered
1873,31782,08-09-2020,,fedex,In Transit
1874,95770,13-11-2022,,bluedart,Delivered
1875,62303,25-06-2022,,fedex,Cancelled
1876,56304,10-08-2020,06-09-2020,dhl,Returned
1877,19389,25-06-2024,,dhl,Delivered
1878,70963,18-08-2020,,dhl,Delivered
1879,92265,17-08-2020,,usps,Shipped
1880,35175,19-09-2022,,ups,Cancelled
1881,87335,17-11-2023,,dhl,Delivered
1882,57099,19-07-2023,,fedex,Delivered
1883,28686,23-08-2023,,dhl,Delivered
1884,52364,17-05-2024,,fedex,Shipped
1885,57645,07-12-2023,,fedex,Delivered
1886,23547,30-01-2020,,dhl,In Transit
1887,11180,02-04-2024,,fedex,Delivered
1888,50414,14-10-2020,,fedex,Delivered
1889,40142,29-04-2020,09-05-2020,delhivery,Returned
1890,28502,26-03-2023,,fedex,Delivered
1891,21902,26-12-2022,,fedex,Delivered
1892,8753,06-12-2021,31-12-2021,bluedart,Returned
1893,24221,16-01-2021,,dhl,Delivered
1894,36784,15-10-2024,20-10-2024,fedex,Returned
1895,96225,09-08-2023,,bluedart,Cancelled
1896,62313,12-09-2022,,fedex,Delivered
1897,82811,31-12-2024,,bluedart,Delivered
1898,73975,05-03-2021,,usps,Delivered
1899,91751,27-01-2021,,fedex,Shipped
1900,35763,30-08-2024,,dhl,Delivered
1901,32713,04-09-2024,,fedex,Delivered
1902,78491,07-01-2024,,delhivery,Delivered
1903,43015,18-05-2023,,ups,Delivered
1904,99898,13-11-2022,,fedex,Delivered
1905,13269,02-11-2021,,bluedart,Delivered
1906,29517,30-03-2024,18-04-2024,fedex,Returned
1907,60793,07-10-2023,,bluedart,Shipped
1908,43854,17-11-2023,,fedex,Delivered
1909,89622,29-11-2020,,fedex,Delivered
1910,71015,19-04-2023,,bluedart,Delivered
1911,24183,01-04-2022,,dhl,Delivered
1912,42256,13-12-2022,,fedex,Delivered
1913,72404,11-09-2022,,bluedart,In Transit
1914,55077,04-03-2020,,usps,Cancelled
1915,60618,28-07-2023,,fedex,Delivered
1916,65458,12-06-2023,,fedex,Delivered
1917,11228,14-03-2021,,dhl,Delivered
1918,41897,25-11-2023,,fedex,Delivered
1919,99698,10-03-2021,,usps,Delivered
1920,61906,24-03-2024,,fedex,Delivered
1921,48342,15-10-2022,27-10-2022,bluedart,Returned
1922,16325,12-11-2023,,dhl,Delivered
1923,93876,26-12-2022,,fedex,Delivered
1924,4836,14-10-2020,,fedex,Delivered
1925,26928,18-10-2020,,ups,Delivered
1926,11189,14-12-2024,,fedex,Delivered
1927,32976,30-08-2022,,ups,Delivered
1928,48287,26-11-2022,,fedex,Shipped
1929,1071,19-03-2022,,fedex,Delivered
1930,52060,13-12-2021,,ups,Cancelled
1931,93831,17-08-2020,,fedex,Delivered
1932,80593,20-10-2023,,bluedart,Delivered
1933,88648,01-01-2025,,fedex,Cancelled
1934,81710,01-12-2023,,dhl,Shipped
1935,94703,10-06-2022,,fedex,Delivered
1936,15157,31-12-2024,,fedex,Delivered
1937,89937,19-05-2022,,dhl,Delivered
1938,57802,23-09-2023,,dhl,Delivered
1939,66454,12-11-2022,,usps,Delivered
1940,48077,19-10-2022,,usps,Delivered
1941,78176,09-07-2023,,fedex,Delivered
1942,28472,03-04-2024,,fedex,Shipped
1943,51021,29-10-2021,,ups,Delivered
1944,85067,11-02-2023,,ups,Delivered
1945,11689,16-07-2022,,fedex,Shipped
1946,88720,25-02-2023,,fedex,Cancelled
1947,74469,18-06-2023,,dhl,Delivered
1948,38222,10-09-2020,,bluedart,Cancelled
1949,15876,16-08-2020,,usps,Delivered
1950,78601,21-01-2022,,bluedart,Delivered
1951,50422,14-09-2023,,fedex,Delivered
1952,22343,25-05-2023,,bluedart,Shipped
1953,77752,28-08-2022,,ups,Delivered
1954,90930,21-07-2023,,ups,Delivered
1955,32492,09-07-2022,,dhl,Delivered
1956,40202,06-05-2023,,fedex,Delivered
1957,79219,08-05-2024,,bluedart,Delivered
1958,55147,02-09-2020,,fedex,Delivered
1959,16655,15-05-2020,,delhivery,Delivered
1960,17361,10-04-2020,,delhivery,In Transit
1961,20356,11-02-2021,22-02-2021,bluedart,Returned
1962,97496,23-10-2022,,dhl,Delivered
1963,56210,08-12-2020,,bluedart,Delivered
1964,88155,31-03-2021,,bluedart,Delivered
1965,95444,28-02-2022,,dhl,Delivered
1966,20654,07-01-2021,,bluedart,Delivered
1967,50099,19-03-2023,,fedex,Delivered
1968,76398,19-01-2022,,fedex,Shipped
1969,10903,29-05-2024,,dhl,Delivered
1970,63863,06-06-2020,,dhl,Delivered
1971,61797,29-12-2021,,fedex,Delivered
1972,50292,03-10-2020,,fedex,Shipped
1973,72350,17-05-2024,,fedex,Delivered
1974,88321,25-10-2023,,fedex,Delivered
1975,21753,24-03-2024,,usps,Delivered
1976,79003,11-08-2024,,ups,Delivered
1977,63928,15-07-2023,,ups,Delivered
1978,98358,31-10-2020,,fedex,Delivered
1979,92830,15-01-2020,,fedex,Delivered
1980,74482,25-04-2023,,usps,Delivered
1981,20304,04-12-2023,,fedex,Shipped
1982,11171,26-10-2023,,bluedart,Delivered
1983,17294,19-02-2020,,fedex,Delivered
1984,92123,28-07-2020,,dhl,Delivered
1985,39799,01-06-2024,,fedex,Shipped
1986,48899,11-03-2024,,fedex,Delivered
1987,7763,29-12-2020,,fedex,Delivered
1988,67747,18-03-2021,,fedex,Shipped
1989,5068,13-10-2024,,ups,Delivered
1990,6165,25-10-2020,,dhl,Delivered
1991,12056,11-03-2020,,bluedart,Delivered
1992,38887,30-01-2022,,fedex,Delivered
1993,94121,04-03-2023,,usps,Delivered
1994,42024,21-12-2024,,fedex,Delivered
1995,44888,15-02-2020,,bluedart,Delivered
1996,44507,15-03-2022,,fedex,Shipped
1997,66393,06-10-2024,,fedex,Delivered
1998,88852,24-12-2024,,dhl,Delivered
1999,30812,09-12-2020,,fedex,Delivered
2000,21289,17-10-2024,,fedex,Delivered
2001,3242,17-11-2023,,bluedart,In Transit
2002,96870,21-11-2023,,fedex,In Transit
2003,1642,22-10-2021,,usps,Shipped
2004,85186,15-02-2022,,dhl,Delivered
2005,93294,05-08-2020,29-08-2020,bluedart,Returned
2006,10140,02-06-2023,,bluedart,Delivered
2007,86699,20-08-2020,06-09-2020,delhivery,Returned
2008,68330,24-09-2022,,bluedart,Delivered
2009,96271,07-05-2023,,bluedart,Delivered
2010,81075,27-01-2022,,fedex,Delivered
2011,79518,22-08-2024,,bluedart,Delivered
2012,97700,10-12-2024,,fedex,Delivered
2013,15483,10-05-2020,,dhl,Delivered
2014,91923,12-10-2022,,fedex,Cancelled
2015,99179,13-08-2023,,bluedart,Delivered
2016,70320,14-10-2020,,usps,Delivered
2017,8762,26-07-2022,,fedex,Delivered
2018,26519,21-01-2024,,fedex,Delivered
2019,74408,07-01-2024,,fedex,Delivered
2020,98817,01-11-2021,,usps,Delivered
2021,22351,20-02-2024,,usps,Cancelled
2022,75618,10-12-2021,,fedex,Delivered
2023,92034,30-06-2020,,ups,Delivered
2024,14822,10-11-2020,,ups,Delivered
2025,90531,21-11-2020,,fedex,Delivered
2026,12415,06-11-2020,,ups,Delivered
2027,60022,27-04-2022,,dhl,Delivered
2028,77407,17-05-2021,,usps,Delivered
2029,68765,26-09-2020,17-10-2020,fedex,Returned
2030,27305,26-01-2022,,ups,Delivered
2031,71911,13-06-2024,,ups,Delivered
2032,3621,02-10-2020,,fedex,In Transit
2033,77148,20-12-2021,,fedex,Delivered
2034,87445,28-08-2022,,ups,Delivered
2035,78682,19-10-2024,,fedex,Delivered
2036,48246,25-07-2021,,fedex,Shipped
2037,53989,27-08-2024,,bluedart,Delivered
2038,13970,01-11-2022,,dhl,Delivered
2039,86118,28-03-2021,,bluedart,Delivered
2040,60151,21-08-2022,,bluedart,Delivered
2041,56156,15-08-2021,,fedex,Delivered
2042,41324,12-02-2022,,usps,Cancelled
2043,86091,03-06-2023,,bluedart,Delivered
2044,60393,01-09-2023,,bluedart,Delivered
2045,52388,17-11-2024,30-11-2024,fedex,Returned
2046,42846,24-01-2021,,fedex,Delivered
2047,56576,12-10-2022,,fedex,Delivered
2048,29633,02-10-2024,,bluedart,Delivered
2049,92746,16-11-2024,,ups,Shipped
2050,31110,28-05-2020,,fedex,Shipped
2051,34509,29-05-2020,,fedex,Cancelled
2052,23079,28-01-2020,,fedex,Delivered
2053,34380,14-09-2020,,bluedart,Delivered
2054,96383,05-12-2022,,fedex,Delivered
2055,70445,09-05-2020,,fedex,Delivered
2056,60893,29-07-2021,,bluedart,Shipped
2057,72339,05-08-2020,,bluedart,Delivered
2058,2587,06-09-2024,,ups,Delivered
2059,75784,03-01-2023,,bluedart,Delivered
2060,37319,18-10-2022,,dhl,Delivered
2061,16000,31-12-2023,,fedex,Delivered
2062,29358,19-11-2023,,dhl,Cancelled
2063,56785,01-05-2020,,fedex,Delivered
2064,81493,15-08-2021,,ups,Delivered
2065,74394,24-07-2022,,fedex,Delivered
2066,95704,09-05-2021,,fedex,Shipped
2067,62597,15-04-2020,,fedex,In Transit
2068,96676,15-05-2024,,fedex,Delivered
2069,35449,10-08-2022,,fedex,Delivered
2070,34210,20-05-2023,,fedex,Shipped
2071,24934,04-07-2024,17-07-2024,dhl,Returned
2072,14708,31-05-2021,,fedex,Delivered
2073,73547,21-06-2020,,delhivery,Delivered
2074,27884,21-04-2024,,fedex,Delivered
2075,8736,26-09-2022,,fedex,Delivered
2076,20333,13-10-2022,,usps,Delivered
2077,23692,25-08-2021,,delhivery,Delivered
2078,90602,21-05-2020,,bluedart,Delivered
2079,16530,27-04-2020,,ups,Delivered
2080,23993,15-11-2021,,dhl,Delivered
2081,50401,14-02-2021,,fedex,Delivered
2082,42584,20-03-2021,,bluedart,Delivered
2083,67754,20-04-2020,,usps,Shipped
2084,62784,31-12-2020,,fedex,Delivered
2085,84454,26-08-2020,,fedex,Delivered
2086,46263,15-07-2024,,fedex,Delivered
2087,64999,16-12-2024,,delhivery,Delivered
2088,27140,06-01-2022,,fedex,Delivered
2089,94933,07-08-2022,,dhl,Delivered
2090,19764,12-11-2020,,fedex,Delivered
2091,22939,29-01-2023,,dhl,In Transit
2092,88796,15-01-2024,,bluedart,Delivered
2093,48000,14-06-2022,,ups,Shipped
2094,52911,23-07-2024,,bluedart,Delivered
2095,56457,13-01-2020,,fedex,Delivered
2096,20050,24-02-2021,,fedex,Delivered
2097,74555,21-12-2021,,fedex,Delivered
2098,33180,27-05-2020,,fedex,Delivered
2099,81777,28-10-2024,,dhl,Shipped
2100,76293,11-12-2022,,dhl,Shipped
2101,29573,24-04-2021,,fedex,Shipped
2102,7872,25-05-2024,,fedex,Shipped
2103,54221,17-11-2021,,fedex,Delivered
2104,66226,23-09-2024,,fedex,Delivered
2105,91710,18-11-2022,,dhl,Delivered
2106,90013,27-06-2021,,fedex,Delivered
2107,50418,02-01-2022,,dhl,Delivered
2108,30098,23-06-2021,,dhl,Delivered
2109,99924,07-10-2020,,delhivery,Delivered
2110,34182,15-06-2022,,delhivery,Shipped
2111,70435,04-06-2020,,fedex,Shipped
2112,2631,18-05-2023,,fedex,Delivered
2113,13700,20-08-2022,,dhl,Shipped
2114,7425,02-09-2021,,fedex,Delivered
2115,92795,04-05-2024,,dhl,Delivered
2116,54847,28-05-2023,,fedex,Delivered
2117,58292,07-11-2020,,fedex,Delivered
2118,91178,01-03-2022,,bluedart,Delivered
2119,23480,24-10-2022,,delhivery,Delivered
2120,74306,25-06-2020,,fedex,Delivered
2121,80358,21-02-2023,,delhivery,Delivered
2122,5374,08-10-2021,,dhl,Delivered
2123,28344,12-01-2020,,fedex,Delivered
2124,63044,06-12-2022,,fedex,Delivered
2125,29924,05-07-2023,,fedex,Delivered
2126,11920,13-12-2024,,fedex,Delivered
2127,88858,22-11-2024,,dhl,Delivered
2128,83858,18-03-2022,,fedex,In Transit
2129,97387,15-09-2022,,usps,Delivered
2130,77018,02-05-2021,,ups,Delivered
2131,27099,21-10-2021,,fedex,Delivered
2132,37242,28-07-2022,,delhivery,Cancelled
2133,54532,25-09-2022,,fedex,Delivered
2134,63960,05-09-2021,30-09-2021,bluedart,Returned
2135,35166,14-07-2023,,ups,Shipped
2136,9064,22-08-2024,,ups,Delivered
2137,55269,03-02-2021,,fedex,Delivered
2138,99681,17-04-2024,,fedex,Delivered
2139,5795,10-06-2024,,bluedart,Delivered
2140,52935,24-06-2022,,ups,Shipped
2141,30771,11-10-2023,,ups,Shipped
2142,87385,24-11-2022,,dhl,Delivered
2143,54555,03-06-2023,,fedex,In Transit
2144,68258,25-06-2020,,dhl,Delivered
2145,65597,31-03-2024,,fedex,Delivered
2146,16241,02-10-2023,,bluedart,Delivered
2147,22163,13-12-2020,,bluedart,Shipped
2148,54721,11-06-2020,,dhl,Delivered
2149,87579,26-12-2023,,bluedart,Delivered
2150,12916,25-01-2021,,fedex,Shipped
2151,41159,24-02-2024,,delhivery,Delivered
2152,9225,01-03-2021,,dhl,Delivered
2153,42073,11-12-2023,,delhivery,Delivered
2154,20572,08-07-2021,,bluedart,Delivered
2155,23821,30-11-2024,,fedex,Delivered
2156,7421,15-01-2023,,usps,Delivered
2157,45625,15-06-2021,,fedex,Delivered
2158,24291,24-06-2022,,fedex,Cancelled
2159,97911,01-09-2022,,fedex,Delivered
2160,86904,11-09-2020,,fedex,Delivered
2161,98489,09-05-2023,,dhl,In Transit
2162,17442,29-03-2020,,ups,Cancelled
2163,80827,31-01-2023,,dhl,Delivered
2164,77670,24-02-2024,,usps,Delivered
2165,33007,30-09-2023,,ups,Delivered
2166,75044,30-09-2022,16-10-2022,delhivery,Returned
2167,31988,20-01-2022,,fedex,Delivered
2168,95169,10-03-2021,,bluedart,Delivered
2169,45530,03-06-2022,13-06-2022,bluedart,Returned
2170,66593,14-08-2021,,ups,Delivered
2171,63649,26-05-2020,,dhl,Delivered
2172,76356,21-12-2023,,fedex,Delivered
2173,30257,06-06-2020,,delhivery,Delivered
2174,22868,01-11-2024,,fedex,Delivered
2175,26594,21-07-2021,,fedex,Delivered
2176,29629,01-07-2021,,delhivery,Delivered
2177,33801,12-05-2023,,fedex,In Transit
2178,92288,09-02-2023,,fedex,Delivered
2179,55953,30-07-2022,,delhivery,Delivered
2180,11915,05-08-2020,,fedex,Shipped
2181,17837,15-10-2024,,dhl,Delivered
2182,78936,07-10-2022,,fedex,Delivered
2183,37664,29-02-2020,,dhl,Delivered
2184,65307,28-12-2024,,dhl,Delivered
2185,66361,21-12-2023,13-01-2024,fedex,Returned
2186,39604,14-10-2020,,dhl,Delivered
2187,17936,19-07-2021,,fedex,Delivered
2188,5555,16-11-2020,,delhivery,Delivered
2189,9773,26-07-2021,,fedex,Delivered
2190,93944,19-07-2024,,dhl,Delivered
2191,36687,31-01-2020,,fedex,Delivered
2192,36331,23-05-2020,,fedex,Delivered
2193,92317,31-03-2024,,fedex,Delivered
2194,79201,24-02-2020,,fedex,Delivered
2195,40388,23-10-2023,,dhl,Delivered
2196,51903,07-04-2021,,fedex,Delivered
2197,16876,09-11-2020,,dhl,Delivered
2198,48815,25-12-2020,,bluedart,Delivered
2199,52024,09-02-2020,,fedex,Delivered
2200,58741,26-01-2023,,usps,Delivered
2201,41396,30-08-2022,,fedex,Delivered
2202,50055,04-09-2023,,fedex,Delivered
2203,29702,23-04-2023,,dhl,Delivered
2204,12152,15-05-2024,,ups,Delivered
2205,7445,08-01-2025,14-01-2025,delhivery,Returned
2206,21898,21-01-2022,,dhl,Delivered
2207,64932,22-12-2024,,dhl,Delivered
2208,5441,01-05-2024,,ups,Delivered
2209,72754,07-08-2024,,dhl,Delivered
2210,72952,19-05-2020,,fedex,Delivered
2211,82091,16-04-2024,,dhl,Delivered
2212,69516,08-09-2022,,ups,Delivered
2213,80344,02-11-2022,,fedex,Shipped
