order_id,order_date,customer_id,seller_id,order_status
91313,07-04-2023,89437,30,Completed
80886,12-10-2023,11804,9,Completed
29626,07-10-2020,49738,54,Completed
10015,07-06-2024,14269,52,Completed
35221,10-04-2020,60558,38,Completed
91498,16-12-2023,31826,4,Completed
95117,27-08-2021,8954,52,Inprogress
40104,21-05-2022,51427,13,Completed
25792,13-11-2022,20179,50,Inprogress
34996,27-12-2020,63996,19,Completed
43894,12-04-2022,34513,32,Completed
52976,07-05-2020,80475,19,Cancelled
51841,13-11-2020,38954,10,Completed
30004,29-08-2022,66453,16,Completed
12094,21-12-2021,96042,25,Completed
10499,01-10-2022,33901,15,Cancelled
30205,17-09-2022,41008,21,Completed
72046,01-08-2020,47874,17,Completed
91838,17-04-2024,95048,21,Completed
49625,07-03-2024,83056,31,Completed
7299,15-01-2020,79923,64,Completed
27830,20-08-2022,26565,48,Completed
39879,24-07-2020,32801,12,Completed
25060,21-06-2024,33740,55,Returned
25968,13-01-2023,72465,55,Completed
54398,12-11-2021,82050,38,Completed
21653,15-10-2020,31459,2,Cancelled
88916,18-06-2024,66251,46,Completed
18790,02-04-2024,63272,39,Completed
5389,25-05-2021,65425,63,Completed
33592,29-05-2023,54970,33,Completed
26546,06-10-2020,51005,53,Completed
41635,06-11-2022,50677,9,Completed
60967,28-02-2020,27852,15,Completed
39371,10-05-2020,85196,11,Completed
25000,26-06-2021,18984,25,Inprogress
35750,10-06-2020,43599,43,Completed
54290,26-04-2020,34259,18,Completed
28251,03-01-2024,38185,14,Completed
91614,05-06-2021,60953,33,Completed
15127,13-11-2020,50677,48,Inprogress
3453,12-10-2020,19524,64,Completed
40486,01-07-2023,25803,2,Completed
31407,11-09-2021,38641,11,Cancelled
87938,04-08-2020,41407,50,Completed
60082,30-05-2023,91387,63,Inprogress
76949,09-09-2024,26430,17,Cancelled
55484,29-10-2022,40048,42,Completed
67117,02-12-2022,16639,22,Returned
89447,17-03-2023,17827,56,Completed
87249,11-07-2024,8339,35,Cancelled
98978,25-01-2020,93904,4,Returned
71814,01-04-2023,76988,29,Returned
4672,16-05-2022,75043,58,Completed
5282,15-05-2020,66007,19,Completed
73373,22-01-2022,94966,12,Inprogress
86344,30-10-2024,36906,60,Returned
42129,02-08-2021,36187,6,Completed
19463,03-05-2020,44842,33,Cancelled
75590,26-05-2021,88046,12,Cancelled
37776,27-11-2020,18104,21,Cancelled
50994,18-08-2024,58514,39,Inprogress
77358,15-01-2021,30853,20,Completed
92156,04-12-2020,41728,40,Returned
21052,05-11-2023,86702,46,Completed
86697,05-12-2024,30883,65,Inprogress
12753,03-03-2021,42525,62,Completed
85755,31-08-2023,39263,42,Completed
87856,25-12-2023,26281,20,Completed
64870,12-02-2021,99301,61,Completed
58429,15-08-2023,41615,24,Completed
38492,04-08-2023,57564,57,Completed
92019,17-02-2022,40315,33,Completed
62055,05-04-2024,48048,16,Completed
35536,05-01-2022,40092,52,Completed
25683,09-03-2022,5799,42,Completed
95178,13-04-2021,70490,47,Completed
40596,17-12-2021,75005,65,Completed
28241,16-03-2023,81301,13,Returned
42751,26-09-2024,86958,8,Completed
8660,02-07-2021,66207,59,Cancelled
21337,31-05-2021,38370,45,Inprogress
30934,15-11-2021,29500,14,Completed
71328,22-03-2024,10371,29,Completed
49052,06-07-2024,73915,27,Completed
7151,17-02-2024,11947,24,Completed
22413,17-10-2024,59939,13,Returned
22231,24-05-2024,88861,58,Completed
74280,12-10-2020,49832,12,Returned
80888,07-06-2024,79481,59,Completed
92385,16-09-2024,92325,13,Cancelled
95432,02-03-2020,20992,32,Completed
52228,11-07-2020,20452,56,Completed
45346,10-07-2024,20246,65,Completed
24746,04-01-2020,7978,57,Completed
59779,29-06-2024,84230,62,Completed
45141,20-01-2020,49781,33,Inprogress
21903,20-08-2021,5426,36,Completed
27079,21-11-2024,76851,7,Completed
27350,14-01-2023,52630,53,Completed
96402,08-11-2021,72364,10,Completed
69198,03-10-2024,29231,32,Completed
21095,14-11-2020,20769,31,Returned
97937,08-05-2021,84763,27,Completed
31641,19-07-2021,60242,45,Completed
2221,08-03-2023,92449,40,Completed
18864,06-01-2022,95115,19,Completed
3128,12-01-2022,42134,47,Completed
18621,15-08-2022,29663,20,Completed
44278,06-08-2022,83013,12,Completed
53595,13-01-2021,90247,8,Completed
76185,03-09-2022,23326,54,Inprogress
15130,20-09-2020,50762,24,Completed
29249,21-09-2020,5793,52,Completed
27792,26-10-2020,63418,18,Completed
2305,04-06-2024,5048,63,Completed
31110,22-05-2020,19456,5,Completed
3879,13-10-2024,75866,37,Completed
29765,01-09-2022,50878,21,Completed
26856,25-10-2020,67293,17,Cancelled
34244,01-10-2021,71720,42,Inprogress
54515,17-06-2023,31235,9,Completed
99782,18-11-2022,47013,65,Completed
91612,31-10-2022,90304,62,Completed
9876,13-07-2021,7653,45,Completed
17102,11-01-2023,54996,62,Cancelled
88861,07-04-2022,62103,59,Completed
57069,16-10-2023,26355,62,Cancelled
60807,02-08-2024,26538,57,Inprogress
48867,31-07-2024,56634,61,Completed
2403,11-02-2023,5710,26,Completed
58349,26-06-2022,17648,33,Cancelled
56950,07-04-2022,51197,5,Completed
19611,16-01-2021,27196,44,Completed
63703,13-12-2022,20736,23,Completed
99384,03-08-2023,84937,35,Inprogress
80948,23-02-2024,64541,5,Inprogress
46530,26-03-2021,42716,7,Completed
42312,06-11-2020,52155,19,Inprogress
33653,24-01-2022,92004,30,Completed
8427,01-10-2021,43465,10,Completed
23748,08-01-2023,66453,63,Completed
37437,21-07-2023,41375,44,Inprogress
85116,08-02-2024,78304,36,Completed
49522,23-10-2022,74364,30,Completed
28604,21-11-2022,98261,1,Inprogress
8346,03-04-2023,73240,8,Inprogress
11255,06-04-2024,27045,22,Completed
23680,17-06-2022,82703,50,Completed
31255,21-08-2021,98540,9,Completed
77247,29-08-2024,49695,46,Completed
73892,26-07-2024,47102,30,Inprogress
34857,15-05-2020,86005,24,Returned
64915,20-12-2021,45173,18,Completed
23364,27-02-2020,4162,25,Completed
31800,19-01-2023,79603,60,Completed
4806,10-02-2024,66780,53,Completed
95137,18-09-2023,24555,61,Inprogress
91492,28-08-2022,8093,26,Completed
18276,29-09-2020,16243,44,Completed
7116,02-05-2024,29245,52,Completed
17653,22-03-2020,27723,17,Inprogress
71802,15-08-2024,48214,55,Completed
39797,09-07-2021,31235,50,Completed
61090,20-08-2021,70584,31,Completed
9926,14-03-2022,19701,15,Completed
77221,08-02-2024,44459,1,Completed
3147,16-10-2024,5793,38,Cancelled
12910,09-08-2022,9587,2,Cancelled
98508,01-10-2023,54157,45,Completed
22370,28-09-2024,32801,11,Inprogress
22418,06-09-2020,38668,21,Inprogress
87758,12-04-2022,63213,26,Returned
18354,01-02-2020,63008,33,Completed
39361,26-06-2024,75634,50,Returned
7831,22-02-2021,74732,49,Completed
49929,07-03-2022,11438,8,Returned
8666,22-07-2022,75671,13,Completed
58586,13-07-2022,64042,33,Inprogress
55209,07-09-2020,66146,55,Completed
34940,09-10-2024,45070,17,Completed
87580,31-12-2024,82774,9,Completed
72626,09-01-2024,20678,62,Completed
61629,24-08-2021,85920,13,Completed
14315,05-08-2023,17203,47,Completed
63427,30-09-2024,18211,31,Completed
85173,26-02-2021,73806,31,Completed
84369,02-04-2022,69822,23,Inprogress
65905,06-04-2020,5236,31,Completed
43089,14-10-2020,92457,40,Cancelled
35137,03-10-2022,8550,33,Completed
55253,25-01-2024,84333,46,Completed
14876,04-02-2021,7519,63,Completed
82565,01-11-2021,51005,19,Inprogress
79737,11-03-2020,86865,2,Completed
24970,19-12-2021,84713,22,Cancelled
35564,11-02-2020,50968,62,Cancelled
7559,07-11-2024,5075,26,Inprogress
51635,28-10-2023,18771,20,Completed
48154,10-05-2021,98776,1,Completed
84862,20-04-2020,69546,65,Returned
71991,24-04-2021,86014,64,Completed
30804,17-09-2024,87962,53,Completed
71362,29-10-2020,99185,36,Returned
58764,04-02-2024,56147,13,Completed
21196,15-07-2023,49312,63,Inprogress
89819,03-12-2024,74241,16,Cancelled
62493,05-12-2020,26409,25,Completed
83434,03-11-2023,59120,4,Completed
20442,15-04-2020,74874,24,Cancelled
45496,24-03-2024,91912,48,Completed
67294,07-05-2021,92004,11,Completed
90780,20-08-2021,2972,22,Returned
24577,12-07-2020,49003,27,Completed
21388,08-11-2022,1945,37,Completed
42504,24-11-2020,64337,53,Completed
79485,13-08-2022,68590,13,Completed
6256,19-08-2024,94505,32,Completed
77668,27-09-2020,30575,36,Completed
45989,09-06-2021,19703,19,Returned
51499,10-02-2024,28985,11,Returned
52668,04-09-2022,92465,64,Inprogress
70963,12-08-2020,54007,23,Completed
37929,01-02-2024,38579,21,Completed
97468,30-04-2022,50606,56,Completed
67470,15-06-2022,2972,62,Completed
20324,04-11-2020,9928,33,Completed
33427,16-04-2022,30465,41,Completed
64631,21-10-2023,19862,9,Completed
33650,18-01-2021,12013,3,Completed
83208,26-08-2023,17306,16,Completed
25592,28-11-2024,10218,6,Returned
60161,09-03-2022,39598,42,Completed
76157,27-10-2022,26206,1,Completed
11001,30-10-2023,79198,33,Returned
91324,11-05-2020,94640,17,Completed
92126,03-06-2021,50110,16,Completed
18038,17-07-2020,82232,40,Completed
12080,12-11-2021,34583,60,Completed
12265,03-07-2023,21532,28,Returned
92801,13-11-2022,91220,61,Inprogress
16627,16-07-2024,72220,31,Completed
70588,04-07-2023,31059,22,Returned
61016,15-02-2024,34139,49,Completed
97072,19-06-2022,3555,48,Completed
96039,10-11-2024,41871,19,Completed
31894,20-11-2023,9700,64,Completed
46436,06-09-2020,27024,41,Completed
73456,28-12-2022,13224,21,Completed
55516,03-02-2022,51951,45,Completed
81503,24-06-2021,77258,32,Completed
92956,27-11-2024,70697,61,Completed
88767,21-02-2021,1720,14,Completed
10690,06-07-2020,76825,4,Completed
60561,26-04-2024,10122,14,Cancelled
7485,06-01-2021,9614,17,Completed
64534,08-09-2020,7213,1,Completed
39187,13-11-2023,17148,7,Cancelled
5725,31-05-2024,19584,50,Completed
83480,01-07-2021,58587,61,Completed
30561,13-11-2022,3797,25,Completed
79415,16-03-2023,27322,14,Completed
20798,24-06-2024,32807,28,Cancelled
47205,14-09-2024,42490,31,Completed
14574,13-01-2022,62387,40,Inprogress
78038,01-03-2020,75025,44,Completed
93652,05-09-2021,68389,11,Completed
81904,25-06-2022,15276,41,Completed
34006,19-04-2022,41153,49,Completed
47525,27-04-2021,21616,20,Cancelled
24357,20-06-2021,54421,50,Completed
79404,06-08-2020,74112,13,Completed
42725,27-12-2022,82062,54,Completed
99598,16-04-2023,84948,26,Cancelled
65748,14-08-2023,86527,21,Completed
14372,18-02-2021,34998,26,Completed
23631,11-05-2023,21194,56,Completed
24003,09-02-2020,39572,18,Completed
19625,10-02-2020,15865,45,Completed
97751,23-05-2020,63338,27,Inprogress
51831,13-08-2020,7248,9,Cancelled
34361,04-12-2022,84763,57,Completed
33738,28-02-2024,29013,24,Completed
29876,04-06-2024,67095,13,Completed
74080,13-09-2023,22933,44,Inprogress
60559,07-11-2024,80869,52,Returned
93972,31-08-2022,32878,8,Completed
22436,30-07-2020,53957,58,Returned
98388,27-12-2020,72458,14,Inprogress
48279,04-05-2024,71333,48,Cancelled
38914,06-11-2024,74112,33,Completed
20615,25-07-2022,33892,38,Completed
99579,18-06-2020,79044,3,Cancelled
15809,29-01-2023,49614,58,Cancelled
50241,10-03-2021,38728,51,Inprogress
24088,30-03-2024,72032,56,Cancelled
50398,02-08-2022,47412,61,Completed
90014,09-07-2020,46355,37,Completed
93483,26-12-2024,90869,18,Cancelled
35166,10-07-2023,68831,6,Inprogress
78477,19-01-2024,51040,48,Completed
85678,21-07-2022,89335,21,Completed
51135,20-12-2024,6765,42,Cancelled
26212,24-04-2021,58179,7,Inprogress
26598,26-03-2023,60876,35,Completed
1197,03-10-2021,97343,32,Inprogress
71723,26-12-2020,4826,14,Inprogress
26624,18-08-2022,68593,53,Completed
27523,26-11-2023,11729,21,Inprogress
38997,04-07-2021,89418,33,Returned
94870,06-06-2020,10298,48,Completed
40589,17-07-2023,335,14,Completed
59041,09-12-2023,69009,8,Completed
3427,31-01-2021,53688,52,Completed
40941,15-04-2020,57361,20,Completed
66824,13-09-2020,36109,36,Completed
68969,25-01-2020,78350,55,Completed
66417,16-06-2021,50767,2,Completed
67659,12-05-2020,60660,19,Completed
79541,25-04-2023,22010,46,Completed
77036,09-06-2022,92022,45,Cancelled
44331,11-07-2024,50767,43,Cancelled
2539,19-07-2023,62639,44,Completed
36515,15-04-2022,90610,16,Completed
61899,29-11-2020,1175,5,Completed
3727,08-05-2022,45139,41,Completed
22785,14-05-2021,7151,33,Completed
2353,14-09-2022,97893,36,Completed
50045,08-07-2023,82068,27,Inprogress
98951,28-07-2022,22284,58,Completed
50482,31-08-2022,89638,47,Inprogress
67517,09-01-2024,29978,30,Completed
46791,22-06-2023,89638,23,Completed
10354,08-12-2020,27459,39,Completed
93809,08-02-2023,18450,32,Cancelled
42054,04-11-2020,75268,2,Completed
25833,03-03-2024,66186,9,Completed
90374,23-03-2022,28357,63,Inprogress
59745,03-06-2020,94061,16,Inprogress
66121,02-06-2022,72728,32,Inprogress
34735,08-03-2021,80676,44,Returned
82777,17-06-2021,26677,36,Cancelled
24810,13-11-2021,69988,10,Completed
53069,05-09-2024,77161,37,Completed
56985,14-07-2024,30399,65,Completed
84186,24-03-2024,9093,48,Inprogress
87236,02-12-2024,73653,60,Completed
28420,30-05-2021,84595,12,Inprogress
21966,10-02-2021,16250,60,Completed
98983,22-09-2020,32828,25,Completed
99156,27-07-2020,78363,43,Completed
55278,14-06-2023,58165,18,Completed
90987,18-09-2024,34513,40,Completed
36128,22-02-2020,91945,47,Returned
25246,31-01-2024,78334,32,Inprogress
60290,07-02-2024,84919,31,Completed
66274,06-02-2021,29318,58,Cancelled
63149,03-12-2022,68341,27,Cancelled
42799,10-09-2023,32496,42,Returned
23347,09-12-2022,8550,42,Inprogress
21973,26-11-2020,84441,44,Inprogress
48014,11-03-2024,70584,9,Completed
75349,25-11-2022,74364,2,Completed
21134,13-06-2023,47013,9,Completed
3298,01-12-2021,57472,63,Completed
55835,06-04-2022,42139,18,Completed
11558,05-08-2022,27872,7,Completed
53345,30-04-2022,33640,51,Completed
46782,06-08-2022,5629,36,Inprogress
72137,07-09-2022,8829,38,Completed
11972,22-12-2022,86004,6,Completed
19580,30-09-2023,74995,14,Inprogress
80244,15-10-2020,85423,38,Cancelled
18540,07-07-2021,62510,55,Completed
4640,04-02-2021,86916,59,Completed
86736,30-04-2024,83155,31,Inprogress
49350,08-02-2020,35383,58,Completed
76065,20-08-2020,34139,2,Completed
21665,18-07-2022,60274,2,Completed
20779,27-04-2023,15531,13,Returned
78663,06-10-2022,82037,60,Completed
38465,28-05-2024,46667,59,Inprogress
16338,27-09-2024,91926,58,Completed
97412,23-07-2020,2751,65,Completed
43281,07-02-2024,24234,63,Returned
54806,22-05-2020,31962,55,Completed
29621,07-08-2024,25596,41,Completed
6510,22-09-2022,72465,37,Completed
20875,28-02-2023,1266,32,Completed
78517,19-09-2020,19216,10,Completed
42647,27-03-2021,95330,65,Inprogress
42393,23-05-2022,84940,9,Inprogress
88141,09-04-2022,61009,4,Completed
77226,30-01-2020,84929,40,Completed
53720,16-11-2023,80534,42,Completed
31486,22-11-2020,35267,12,Completed
96785,15-02-2023,47583,65,Cancelled
33029,28-07-2023,35657,45,Cancelled
61722,16-06-2024,29210,50,Inprogress
88605,07-11-2022,90246,10,Cancelled
91296,20-03-2020,48919,26,Returned
85640,21-11-2024,43471,2,Completed
54556,30-03-2021,41442,64,Completed
23591,13-03-2023,25779,28,Completed
82582,08-11-2023,74894,9,Returned
39883,12-04-2020,66146,30,Completed
88042,26-12-2021,56834,46,Completed
90536,14-11-2024,31294,4,Completed
6602,28-09-2023,23668,50,Completed
57552,27-08-2024,42127,42,Completed
91952,08-02-2024,31459,49,Completed
10961,11-10-2021,99185,11,Completed
44938,19-11-2024,75932,4,Cancelled
87932,02-01-2024,25599,62,Completed
34975,11-10-2021,26197,18,Completed
82723,25-04-2021,67799,21,Returned
68419,12-10-2020,58134,26,Returned
4547,17-12-2022,59167,15,Completed
85712,13-08-2020,52613,9,Completed
88663,29-03-2024,75671,25,Completed
99694,12-12-2022,14828,64,Completed
45517,13-07-2020,4368,46,Completed
13726,02-09-2021,88198,42,Completed
26497,19-01-2021,44177,59,Cancelled
27838,01-01-2023,29500,47,Completed
15020,30-12-2020,10448,15,Cancelled
30233,26-11-2024,28191,44,Completed
86813,20-06-2023,54819,12,Completed
71557,20-06-2021,41714,3,Completed
6301,04-11-2021,64099,63,Inprogress
6715,28-01-2023,42383,29,Completed
36731,10-12-2024,47700,22,Completed
76221,20-09-2022,96777,11,Completed
71049,27-01-2020,92302,60,Completed
30419,09-06-2022,49106,44,Completed
21582,11-04-2022,51348,31,Completed
9419,02-01-2021,89673,1,Completed
85196,17-05-2022,74481,52,Completed
11971,27-08-2023,22977,25,Completed
24170,13-04-2020,42387,18,Completed
20901,07-08-2023,40601,21,Completed
13368,18-12-2024,38954,60,Completed
23661,19-06-2021,22105,38,Completed
95656,09-10-2021,7135,10,Completed
97517,06-04-2022,67820,18,Completed
39806,19-11-2021,2728,31,Completed
68025,19-01-2024,7703,3,Inprogress
87867,11-10-2021,94061,57,Completed
15765,23-10-2020,9552,29,Completed
49822,23-02-2022,83748,39,Completed
71559,16-09-2023,52128,40,Completed
21139,21-07-2020,2712,17,Inprogress
58074,25-08-2020,19292,4,Inprogress
72229,29-09-2022,61610,44,Inprogress
55677,14-03-2021,86405,46,Completed
71226,21-08-2020,88198,61,Inprogress
66470,11-04-2024,59397,18,Completed
99756,02-12-2022,82037,23,Completed
40053,31-03-2023,79845,64,Inprogress
2105,28-01-2021,34868,28,Completed
14629,13-03-2023,35093,3,Completed
77395,27-06-2021,20179,52,Completed
15383,03-07-2023,1253,16,Completed
70578,22-12-2021,8954,13,Completed
43823,05-09-2022,48822,36,Completed
91209,29-09-2024,48779,5,Completed
73911,13-08-2023,11339,54,Cancelled
91930,06-07-2024,94992,16,Completed
90572,26-07-2022,26719,55,Completed
52047,29-09-2021,98875,2,Cancelled
41541,01-06-2023,58514,1,Completed
41054,25-12-2020,3894,3,Completed
18506,05-03-2023,2898,16,Cancelled
89305,04-05-2023,64509,8,Cancelled
1125,21-09-2021,62510,52,Completed
6581,28-06-2023,46698,38,Completed
51890,18-03-2020,77161,65,Completed
24286,14-12-2024,1483,26,Completed
75713,28-11-2020,9928,27,Completed
66860,20-09-2021,13305,3,Inprogress
66251,30-08-2023,41874,17,Inprogress
58965,26-04-2024,57025,3,Cancelled
84660,27-12-2023,39933,54,Completed
69736,24-04-2020,75942,64,Completed
63972,11-10-2024,75942,40,Completed
33053,11-10-2020,23525,13,Completed
42114,14-04-2024,54309,30,Completed
69259,11-02-2021,83576,63,Completed
43898,06-10-2024,70584,19,Cancelled
51818,18-12-2021,18241,32,Completed
84598,14-07-2020,47976,37,Completed
53655,20-09-2021,29290,22,Cancelled
37932,27-05-2023,82774,46,Completed
91123,11-07-2024,63135,46,Completed
41736,02-05-2021,73546,30,Completed
16565,04-03-2020,61610,45,Cancelled
79091,01-06-2021,10482,25,Inprogress
97548,26-07-2024,4505,61,Cancelled
17947,10-09-2024,38493,33,Completed
29535,18-09-2020,78961,63,Inprogress
39822,27-09-2020,94189,1,Completed
87311,23-03-2024,19584,24,Completed
24631,30-04-2024,20589,31,Cancelled
15652,05-03-2024,63507,2,Cancelled
81021,15-04-2021,22064,18,Inprogress
92375,24-10-2022,74056,61,Completed
58162,20-10-2023,25392,56,Completed
19983,28-04-2020,86872,46,Completed
94426,05-05-2020,59397,15,Completed
10843,25-03-2024,73023,37,Completed
26337,04-12-2024,3516,50,Returned
24989,09-04-2023,90008,64,Completed
3242,07-11-2023,88111,60,Completed
41060,20-01-2021,19984,32,Inprogress
9383,15-03-2022,26812,62,Completed
6960,24-02-2021,56265,38,Completed
38266,26-08-2020,62455,43,Cancelled
22377,23-11-2024,90167,61,Completed
81181,24-10-2024,23739,3,Returned
95851,30-06-2021,96097,29,Completed
70716,17-05-2023,13043,57,Returned
98460,26-08-2021,26271,28,Inprogress
15780,18-04-2020,88957,56,Inprogress
37884,13-12-2024,12893,11,Inprogress
64648,19-04-2020,79395,14,Completed
67988,05-09-2021,45021,43,Cancelled
75495,25-09-2020,97275,58,Returned
15669,17-10-2021,87196,26,Completed
12802,27-10-2024,1297,4,Completed
62742,15-08-2020,5065,23,Returned
81608,14-02-2021,30575,50,Returned
59525,23-11-2020,77471,49,Completed
21109,10-06-2020,10122,51,Inprogress
54248,14-09-2020,68685,61,Cancelled
78087,11-04-2020,34148,30,Cancelled
80876,16-01-2024,10387,29,Cancelled
78864,14-09-2023,59967,34,Inprogress
81342,12-02-2020,34139,56,Cancelled
37396,01-11-2021,63338,10,Completed
76414,16-12-2022,72381,63,Completed
70054,23-04-2023,89191,29,Completed
13653,15-05-2023,4505,10,Completed
86418,19-06-2020,75043,45,Completed
22087,10-07-2021,1503,48,Returned
68330,20-09-2022,36199,37,Inprogress
27104,22-09-2022,3213,29,Inprogress
15535,24-06-2020,95060,64,Completed
93044,17-09-2022,37404,62,Completed
3608,15-05-2023,3081,61,Inprogress
8472,08-01-2021,34139,19,Inprogress
29749,27-01-2022,28645,31,Completed
57621,23-05-2021,55097,19,Completed
56344,20-02-2020,94676,43,Returned
54716,29-06-2022,55869,20,Cancelled
98494,12-04-2020,95886,60,Completed
23032,01-03-2022,56857,32,Completed
1279,08-12-2024,73972,47,Completed
9177,03-05-2024,47407,23,Cancelled
1705,25-08-2023,14260,56,Completed
46591,26-01-2022,30883,46,Completed
26782,13-03-2021,80458,34,Cancelled
22141,05-01-2023,68790,37,Completed
71679,30-09-2020,35383,27,Returned
45126,21-08-2021,80885,8,Inprogress
26348,01-09-2024,28257,33,Completed
94424,01-03-2022,80839,21,Completed
52908,29-03-2021,42938,33,Completed
25713,22-02-2023,29360,1,Completed
13630,16-08-2020,2600,48,Completed
1504,21-11-2021,89814,50,Completed
43174,23-05-2020,82068,29,Cancelled
83812,17-07-2022,68669,22,Inprogress
7083,08-03-2022,69988,41,Cancelled
93680,26-03-2024,61056,52,Returned
24522,05-01-2023,3412,63,Completed
36409,26-09-2021,47335,59,Completed
33017,17-02-2020,65135,14,Completed
70397,16-11-2022,3042,53,Completed
31794,24-10-2021,5497,23,Completed
73067,13-09-2021,67018,18,Completed
1250,17-02-2021,11482,34,Completed
47567,26-10-2023,41375,20,Completed
73502,06-11-2020,1667,58,Completed
22212,03-01-2022,68380,56,Completed
91703,28-03-2024,63913,45,Inprogress
91269,14-06-2020,94412,27,Completed
91828,12-04-2021,41633,35,Completed
87505,21-10-2024,62387,49,Returned
74997,10-12-2020,32713,51,Cancelled
81145,30-11-2023,78718,50,Completed
9185,10-10-2023,34602,58,Inprogress
8817,25-05-2022,17288,24,Completed
60126,15-09-2024,36302,46,Inprogress
53180,07-10-2022,69615,53,Completed
70990,03-10-2024,98180,33,Completed
57648,01-06-2021,85219,45,Completed
22497,21-03-2022,88111,22,Completed
60950,26-08-2024,12415,16,Completed
58166,11-12-2021,90117,48,Completed
32990,04-12-2021,24816,19,Completed
30771,01-10-2023,76709,16,Cancelled
24240,23-01-2021,56657,19,Completed
73851,27-10-2023,75684,2,Returned
28106,19-12-2023,37228,56,Completed
66745,19-08-2022,84024,29,Completed
80877,12-02-2023,33181,44,Returned
91131,20-04-2020,21333,60,Inprogress
89234,02-03-2022,90304,21,Cancelled
27718,28-02-2022,28489,14,Completed
29113,02-07-2020,31986,41,Returned
64393,10-03-2020,27045,58,Inprogress
54413,29-09-2024,44092,11,Completed
11918,02-08-2024,10387,23,Completed
67277,21-09-2024,9825,10,Returned
45069,06-04-2023,3516,50,Completed
84230,23-09-2022,32526,54,Inprogress
15948,15-10-2021,24598,31,Completed
83720,24-04-2024,87962,40,Completed
72084,01-05-2022,17581,15,Completed
53755,01-12-2021,73780,37,Inprogress
24204,28-09-2023,67145,25,Completed
53120,24-11-2024,42387,2,Completed
60621,29-11-2022,15812,10,Completed
14730,31-12-2021,20246,12,Completed
33483,25-06-2021,2916,62,Completed
57892,21-01-2024,57832,62,Inprogress
73371,13-02-2022,95694,13,Inprogress
40938,24-12-2022,54070,49,Completed
15242,24-12-2021,28398,32,Inprogress
1107,12-02-2021,63957,30,Completed
10749,08-09-2020,6664,57,Cancelled
25886,21-08-2024,42253,57,Completed
21323,21-02-2020,27045,12,Completed
88008,19-08-2022,62560,59,Completed
96467,14-08-2023,51034,32,Completed
21558,29-03-2023,57361,34,Completed
27361,07-07-2021,43432,12,Completed
30571,11-09-2022,51197,62,Inprogress
80793,02-01-2023,76369,2,Completed
20969,26-07-2022,20042,8,Inprogress
13995,01-06-2023,93213,26,Completed
89214,01-12-2020,50762,10,Completed
71852,02-01-2020,85103,59,Completed
67597,28-11-2021,43612,52,Completed
30334,17-11-2024,97779,8,Completed
46787,09-08-2021,66594,46,Cancelled
25488,26-01-2023,64382,6,Completed
61435,28-09-2020,72279,3,Inprogress
92129,28-07-2022,4998,25,Completed
9296,23-07-2020,17371,51,Completed
70252,08-01-2023,58640,10,Completed
63504,05-07-2020,1253,26,Completed
43646,30-07-2020,51663,25,Completed
3593,21-03-2024,91926,18,Completed
99150,13-02-2023,3000,6,Returned
64213,31-10-2021,57147,5,Inprogress
65619,27-12-2022,57025,25,Inprogress
51546,13-09-2023,40452,11,Inprogress
13448,26-02-2022,20121,40,Completed
86281,16-07-2024,82714,34,Completed
6694,17-06-2022,39461,50,Inprogress
56376,29-02-2020,98298,47,Completed
83463,01-04-2023,23376,32,Completed
49527,19-09-2023,99907,9,Returned
77284,15-01-2023,27807,42,Completed
22895,30-04-2022,96097,45,Completed
1822,19-12-2022,83748,30,Completed
99176,01-11-2021,52128,17,Cancelled
71546,01-07-2021,16019,45,Completed
69504,12-08-2022,76709,52,Completed
14166,22-07-2020,75167,23,Completed
86745,27-11-2022,52606,47,Completed
92364,15-11-2022,65911,50,Cancelled
33422,19-07-2022,95768,26,Completed
10838,10-11-2023,82232,47,Completed
82417,30-12-2022,72468,5,Returned
17703,26-11-2022,45221,53,Completed
62222,15-12-2021,20415,16,Completed
80521,15-10-2024,30405,39,Inprogress
59273,01-09-2022,76404,49,Returned
54706,04-07-2021,72659,4,Completed
16306,15-04-2020,46355,15,Cancelled
61377,09-07-2020,70835,37,Completed
66951,16-09-2023,52128,39,Completed
15505,26-02-2024,793,21,Completed
47182,19-07-2024,7244,47,Inprogress
91871,05-05-2021,45207,42,Cancelled
55919,02-09-2022,76468,3,Cancelled
76963,27-12-2022,31105,45,Completed
70892,09-02-2022,24216,58,Completed
85312,22-09-2023,74814,24,Completed
33368,22-03-2022,2313,56,Cancelled
71912,23-11-2023,63958,5,Completed
40178,24-10-2020,50897,1,Inprogress
46867,13-06-2020,91418,61,Returned
87604,01-09-2023,84937,22,Completed
66205,20-07-2020,13505,8,Inprogress
24356,18-06-2024,45669,56,Cancelled
89546,03-05-2020,52182,31,Returned
3180,05-01-2021,34323,18,Returned
20749,01-02-2021,60523,63,Cancelled
52221,06-05-2021,55592,44,Cancelled
50397,07-06-2021,98152,7,Completed
49318,18-03-2024,77740,62,Completed
53330,01-09-2020,10302,12,Returned
70974,14-12-2020,3127,19,Completed
98459,12-12-2020,24932,15,Completed
23389,10-05-2021,9912,63,Completed
81168,01-10-2023,92095,13,Inprogress
47386,01-05-2023,31028,17,Cancelled
76333,11-07-2022,34001,29,Completed
13347,10-08-2024,2236,43,Inprogress
19135,20-03-2022,34252,41,Completed
43424,13-06-2022,80885,24,Completed
59748,20-05-2024,19908,50,Returned
